date,code,quant,value
2019-11-30,UZS,100,4.07
2019-11-30,ZAR,1,26.42
2019-12-01,AMD,10,8.12
2019-12-01,AUD,1,261.79
2019-12-01,AZN,1,228.2
2019-12-01,BRL,1,92.22
2019-12-01,BYN,1,183.32
2019-12-01,CAD,1,290.77
2019-12-01,CHF,1,386.58
2019-12-01,CNY,1,55.05
2019-12-01,EUR,1,425.14
2019-12-01,GBP,1,497.89
2019-12-01,GEL,1,130.61
2019-12-01,INR,1,5.38
2019-12-01,JPY,1,3.53
2019-12-01,KGS,1,5.53
2019-12-01,MXN,1,19.87
2019-12-01,NOK,1,42.04
2019-12-01,RUB,1,6.03
2019-12-01,TRY,1,67.27
2019-12-01,USD,1,386.35
2019-12-01,UZS,100,4.07
2019-12-01,ZAR,1,26.42
2019-12-02,AMD,10,8.12
2019-12-02,AUD,1,261.79
2019-12-02,AZN,1,228.2
2019-12-02,BRL,1,92.22
2019-12-02,BYN,1,183.32
2019-12-02,CAD,1,290.77
2019-12-02,CHF,1,386.58
2019-12-02,CNY,1,55.05
2019-12-02,EUR,1,425.14
2019-12-02,GBP,1,497.89
2019-12-02,GEL,1,130.61
2019-12-02,INR,1,5.38
2019-12-02,JPY,1,3.53
2019-12-02,KGS,1,5.53
2019-12-02,MXN,1,19.87
2019-12-02,NOK,1,42.04
2019-12-02,RUB,1,6.03
2019-12-02,TRY,1,67.27
2019-12-02,USD,1,386.35
2019-12-02,UZS,100,4.07
2019-12-02,ZAR,1,26.42
2019-12-03,AMD,10,8.12
2019-12-03,AUD,1,261.79
2019-12-03,AZN,1,228.2
2019-12-03,BRL,1,92.22
2019-12-03,BYN,1,183.32
2019-12-03,CAD,1,290.77
2019-12-03,CHF,1,386.58
2019-12-03,CNY,1,55.05
2019-12-03,EUR,1,425.14
2019-12-03,GBP,1,497.89
2019-12-03,GEL,1,130.61
2019-12-03,INR,1,5.38
2019-12-03,JPY,1,3.53
2019-12-03,KGS,1,5.53
2019-12-03,MXN,1,19.87
2019-12-03,NOK,1,42.04
2019-12-03,RUB,1,6.03
2019-12-03,TRY,1,67.27
2019-12-03,USD,1,386.35
2019-12-03,UZS,100,4.07
2019-12-03,ZAR,1,26.42
2019-12-04,AMD,10,8.13
2019-12-04,AUD,1,265.49
2019-12-04,AZN,1,228.63
2019-12-04,BRL,1,91.65
2019-12-04,BYN,1,183.4
2019-12-04,CAD,1,291.36
2019-12-04,CHF,1,391.34
2019-12-04,CNY,1,54.93
2019-12-04,EUR,1,428.95
2019-12-04,GBP,1,502.69
2019-12-04,GEL,1,131.03
2019-12-04,INR,1,5.41
2019-12-04,JPY,1,3.55
2019-12-04,KGS,1,5.54
2019-12-04,MXN,1,19.8
2019-12-04,NOK,1,42.36
2019-12-04,RUB,1,6.04
2019-12-04,TRY,1,67.48
2019-12-04,USD,1,387.07
2019-12-04,UZS,100,4.07
2019-12-04,ZAR,1,26.42
2019-12-05,AMD,10,8.13
2019-12-05,AUD,1,264.57
2019-12-05,AZN,1,228.87
2019-12-05,BRL,1,92.14
2019-12-05,BYN,1,183.04
2019-12-05,CAD,1,291.8
2019-12-05,CHF,1,391.91
2019-12-05,CNY,1,54.93
2019-12-05,EUR,1,428.98
2019-12-05,GBP,1,505.78
2019-12-05,GEL,1,131.62
2019-12-05,INR,1,5.41
2019-12-05,JPY,1,3.56
2019-12-05,KGS,1,5.55
2019-12-05,MXN,1,19.83
2019-12-05,NOK,1,42.13
2019-12-05,RUB,1,6.05
2019-12-05,TRY,1,67.49
2019-12-05,USD,1,387.48
2019-12-05,UZS,100,4.08
2019-12-05,ZAR,1,26.6
2019-12-06,AMD,10,8.1
2019-12-06,AUD,1,263.55
2019-12-06,AZN,1,227.86
2019-12-06,BRL,1,91.68
2019-12-06,BYN,1,182.31
2019-12-06,CAD,1,292.77
2019-12-06,CHF,1,390.09
2019-12-06,CNY,1,54.79
2019-12-06,EUR,1,427.89
2019-12-06,GBP,1,506.58
2019-12-06,GEL,1,130.99
2019-12-06,INR,1,5.4
2019-12-06,JPY,1,3.54
2019-12-06,KGS,1,5.52
2019-12-06,MXN,1,19.85
2019-12-06,NOK,1,42.15
2019-12-06,RUB,1,6.04
2019-12-06,TRY,1,67.01
2019-12-06,USD,1,385.76
2019-12-06,UZS,100,4.06
2019-12-06,ZAR,1,26.35
2019-12-07,AMD,10,8.08
2019-12-07,AUD,1,263.55
2019-12-07,AZN,1,227.39
2019-12-07,BRL,1,91.97
2019-12-07,BYN,1,182.08
2019-12-07,CAD,1,292.24
2019-12-07,CHF,1,389.72
2019-12-07,CNY,1,54.75
2019-12-07,EUR,1,427.12
2019-12-07,GBP,1,505.2
2019-12-07,GEL,1,131.12
2019-12-07,INR,1,5.4
2019-12-07,JPY,1,3.55
2019-12-07,KGS,1,5.51
2019-12-07,MXN,1,19.91
2019-12-07,NOK,1,42.17
2019-12-07,RUB,1,6.04
2019-12-07,TRY,1,66.77
2019-12-07,USD,1,384.97
2019-12-07,UZS,100,4.05
2019-12-07,ZAR,1,26.31
2019-12-08,AMD,10,8.08
2019-12-08,AUD,1,263.55
2019-12-08,AZN,1,227.39
2019-12-08,BRL,1,91.97
2019-12-08,BYN,1,182.08
2019-12-08,CAD,1,292.24
2019-12-08,CHF,1,389.72
2019-12-08,CNY,1,54.75
2019-12-08,EUR,1,427.12
2019-12-08,GBP,1,505.2
2019-12-08,GEL,1,131.12
2019-12-08,INR,1,5.4
2019-12-08,JPY,1,3.55
2019-12-08,KGS,1,5.51
2019-12-08,MXN,1,19.91
2019-12-08,NOK,1,42.17
2019-12-08,RUB,1,6.04
2019-12-08,TRY,1,66.77
2019-12-08,USD,1,384.97
2019-12-08,UZS,100,4.05
2019-12-08,ZAR,1,26.31
2019-12-09,AMD,10,8.08
2019-12-09,AUD,1,263.55
2019-12-09,AZN,1,227.39
2019-12-09,BRL,1,91.97
2019-12-09,BYN,1,182.08
2019-12-09,CAD,1,292.24
2019-12-09,CHF,1,389.72
2019-12-09,CNY,1,54.75
2019-12-09,EUR,1,427.12
2019-12-09,GBP,1,505.2
2019-12-09,GEL,1,131.12
2019-12-09,INR,1,5.4
2019-12-09,JPY,1,3.55
2019-12-09,KGS,1,5.51
2019-12-09,MXN,1,19.91
2019-12-09,NOK,1,42.17
2019-12-09,RUB,1,6.04
2019-12-09,TRY,1,66.77
2019-12-09,USD,1,384.97
2019-12-09,UZS,100,4.05
2019-12-09,ZAR,1,26.31
2019-12-10,AMD,10,8.09
2019-12-10,AUD,1,263.1
2019-12-10,AZN,1,227.73
2019-12-10,BRL,1,93.1
2019-12-10,BYN,1,182.34
2019-12-10,CAD,1,290.7
2019-12-10,CHF,1,389.44
2019-12-10,CNY,1,54.77
2019-12-10,EUR,1,426.57
2019-12-10,GBP,1,507.15
2019-12-10,GEL,1,131.59
2019-12-10,INR,1,5.42
2019-12-10,JPY,1,3.55
2019-12-10,KGS,1,5.52
2019-12-10,MXN,1,20.0
2019-12-10,NOK,1,42.18
2019-12-10,RUB,1,6.05
2019-12-10,TRY,1,66.46
2019-12-10,USD,1,385.55
2019-12-10,UZS,100,4.06
2019-12-10,ZAR,1,26.33
2019-12-11,AMD,10,8.11
2019-12-11,AUD,1,263.11
2019-12-11,AZN,1,228.11
2019-12-11,BRL,1,93.22
2019-12-11,BYN,1,182.77
2019-12-11,CAD,1,291.66
2019-12-11,CHF,1,391.63
2019-12-11,CNY,1,54.87
2019-12-11,EUR,1,427.71
2019-12-11,GBP,1,508.19
2019-12-11,GEL,1,135.03
2019-12-11,INR,1,5.45
2019-12-11,JPY,1,3.56
2019-12-11,KGS,1,5.53
2019-12-11,MXN,1,20.09
2019-12-11,NOK,1,42.0
2019-12-11,RUB,1,6.07
2019-12-11,TRY,1,66.54
2019-12-11,USD,1,386.19
2019-12-11,UZS,100,4.07
2019-12-11,ZAR,1,26.34
2019-12-12,AMD,10,8.12
2019-12-12,AUD,1,263.8
2019-12-12,AZN,1,228.17
2019-12-12,BRL,1,93.17
2019-12-12,BYN,1,182.85
2019-12-12,CAD,1,291.88
2019-12-12,CHF,1,392.34
2019-12-12,CNY,1,54.87
2019-12-12,EUR,1,428.14
2019-12-12,GBP,1,507.52
2019-12-12,GEL,1,135.07
2019-12-12,INR,1,5.45
2019-12-12,JPY,1,3.55
2019-12-12,KGS,1,5.53
2019-12-12,MXN,1,20.07
2019-12-12,NOK,1,42.18
2019-12-12,RUB,1,6.08
2019-12-12,TRY,1,66.53
2019-12-12,USD,1,386.3
2019-12-12,UZS,100,4.07
2019-12-12,ZAR,1,26.14
2019-12-13,AMD,10,8.08
2019-12-13,AUD,1,264.66
2019-12-13,AZN,1,227.19
2019-12-13,BRL,1,93.27
2019-12-13,BYN,1,182.42
2019-12-13,CAD,1,292.12
2019-12-13,CHF,1,391.48
2019-12-13,CNY,1,54.68
2019-12-13,EUR,1,427.98
2019-12-13,GBP,1,507.02
2019-12-13,GEL,1,135.91
2019-12-13,INR,1,5.45
2019-12-13,JPY,1,3.54
2019-12-13,KGS,1,5.51
2019-12-13,MXN,1,20.14
2019-12-13,NOK,1,42.27
2019-12-13,RUB,1,6.08
2019-12-13,TRY,1,66.38
2019-12-13,USD,1,384.63
2019-12-13,UZS,100,4.05
2019-12-13,ZAR,1,26.27
2019-12-14,AMD,10,8.07
2019-12-14,AUD,1,265.5
2019-12-14,AZN,1,226.79
2019-12-14,BRL,1,93.86
2019-12-14,BYN,1,183.09
2019-12-14,CAD,1,291.67
2019-12-14,CHF,1,390.95
2019-12-14,CNY,1,55.02
2019-12-14,EUR,1,429.26
2019-12-14,GBP,1,514.99
2019-12-14,GEL,1,135.43
2019-12-14,INR,1,5.43
2019-12-14,JPY,1,3.5
2019-12-14,KGS,1,5.5
2019-12-14,MXN,1,20.18
2019-12-14,NOK,1,42.58
2019-12-14,RUB,1,6.16
2019-12-14,TRY,1,66.54
2019-12-14,USD,1,383.95
2019-12-14,UZS,100,4.04
2019-12-14,ZAR,1,26.69
2019-12-15,AMD,10,8.07
2019-12-15,AUD,1,265.5
2019-12-15,AZN,1,226.79
2019-12-15,BRL,1,93.86
2019-12-15,BYN,1,183.09
2019-12-15,CAD,1,291.67
2019-12-15,CHF,1,390.95
2019-12-15,CNY,1,55.02
2019-12-15,EUR,1,429.26
2019-12-15,GBP,1,514.99
2019-12-15,GEL,1,135.43
2019-12-15,INR,1,5.43
2019-12-15,JPY,1,3.5
2019-12-15,KGS,1,5.5
2019-12-15,MXN,1,20.18
2019-12-15,NOK,1,42.58
2019-12-15,RUB,1,6.16
2019-12-15,TRY,1,66.54
2019-12-15,USD,1,383.95
2019-12-15,UZS,100,4.04
2019-12-15,ZAR,1,26.69
2019-12-16,AMD,10,8.07
2019-12-16,AUD,1,265.5
2019-12-16,AZN,1,226.79
2019-12-16,BRL,1,93.86
2019-12-16,BYN,1,183.09
2019-12-16,CAD,1,291.67
2019-12-16,CHF,1,390.95
2019-12-16,CNY,1,55.02
2019-12-16,EUR,1,429.26
2019-12-16,GBP,1,514.99
2019-12-16,GEL,1,135.43
2019-12-16,INR,1,5.43
2019-12-16,JPY,1,3.5
2019-12-16,KGS,1,5.5
2019-12-16,MXN,1,20.18
2019-12-16,NOK,1,42.58
2019-12-16,RUB,1,6.16
2019-12-16,TRY,1,66.54
2019-12-16,USD,1,383.95
2019-12-16,UZS,100,4.04
2019-12-16,ZAR,1,26.69
2019-12-17,AMD,10,8.07
2019-12-17,AUD,1,265.5
2019-12-17,AZN,1,226.79
2019-12-17,BRL,1,93.86
2019-12-17,BYN,1,183.09
2019-12-17,CAD,1,291.67
2019-12-17,CHF,1,390.95
2019-12-17,CNY,1,55.02
2019-12-17,EUR,1,429.26
2019-12-17,GBP,1,514.99
2019-12-17,GEL,1,135.43
2019-12-17,INR,1,5.43
2019-12-17,JPY,1,3.5
2019-12-17,KGS,1,5.5
2019-12-17,MXN,1,20.18
2019-12-17,NOK,1,42.58
2019-12-17,RUB,1,6.16
2019-12-17,TRY,1,66.54
2019-12-17,USD,1,383.95
2019-12-17,UZS,100,4.04
2019-12-17,ZAR,1,26.69
2019-12-18,AMD,10,8.07
2019-12-18,AUD,1,265.5
2019-12-18,AZN,1,226.79
2019-12-18,BRL,1,93.86
2019-12-18,BYN,1,183.09
2019-12-18,CAD,1,291.67
2019-12-18,CHF,1,390.95
2019-12-18,CNY,1,55.02
2019-12-18,EUR,1,429.26
2019-12-18,GBP,1,514.99
2019-12-18,GEL,1,135.43
2019-12-18,INR,1,5.43
2019-12-18,JPY,1,3.5
2019-12-18,KGS,1,5.5
2019-12-18,MXN,1,20.18
2019-12-18,NOK,1,42.58
2019-12-18,RUB,1,6.16
2019-12-18,TRY,1,66.54
2019-12-18,USD,1,383.95
2019-12-18,UZS,100,4.04
2019-12-18,ZAR,1,26.69
2019-12-19,AMD,10,8.08
2019-12-19,AUD,1,263.24
2019-12-19,AZN,1,227.05
2019-12-19,BRL,1,94.41
2019-12-19,BYN,1,182.64
2019-12-19,CAD,1,292.14
2019-12-19,CHF,1,392.12
2019-12-19,CNY,1,54.94
2019-12-19,EUR,1,427.88
2019-12-19,GBP,1,503.95
2019-12-19,GEL,1,133.47
2019-12-19,INR,1,5.41
2019-12-19,JPY,1,3.51
2019-12-19,KGS,1,5.5
2019-12-19,MXN,1,20.29
2019-12-19,NOK,1,42.6
2019-12-19,RUB,1,6.14
2019-12-19,TRY,1,65.17
2019-12-19,USD,1,384.4
2019-12-19,UZS,100,4.05
2019-12-19,ZAR,1,26.74
2019-12-20,AMD,10,8.07
2019-12-20,AUD,1,264.28
2019-12-20,AZN,1,227.09
2019-12-20,BRL,1,94.62
2019-12-20,BYN,1,183.08
2019-12-20,CAD,1,293.15
2019-12-20,CHF,1,391.95
2019-12-20,CNY,1,54.86
2019-12-20,EUR,1,428.1
2019-12-20,GBP,1,503.76
2019-12-20,GEL,1,133.96
2019-12-20,INR,1,5.4
2019-12-20,JPY,1,3.51
2019-12-20,KGS,1,5.5
2019-12-20,MXN,1,20.21
2019-12-20,NOK,1,42.95
2019-12-20,RUB,1,6.16
2019-12-20,TRY,1,64.75
2019-12-20,USD,1,384.46
2019-12-20,UZS,100,4.04
2019-12-20,ZAR,1,26.83
2019-12-21,AMD,10,8.04
2019-12-21,AUD,1,263.92
2019-12-21,AZN,1,226.22
2019-12-21,BRL,1,94.09
2019-12-21,BYN,1,182.75
2019-12-21,CAD,1,291.54
2019-12-21,CHF,1,390.93
2019-12-21,CNY,1,54.64
2019-12-21,EUR,1,425.85
2019-12-21,GBP,1,499.38
2019-12-21,GEL,1,133.68
2019-12-21,INR,1,5.38
2019-12-21,JPY,1,3.5
2019-12-21,KGS,1,5.48
2019-12-21,MXN,1,20.24
2019-12-21,NOK,1,42.77
2019-12-21,RUB,1,6.15
2019-12-21,TRY,1,64.74
2019-12-21,USD,1,382.99
2019-12-21,UZS,100,4.03
2019-12-21,ZAR,1,26.94
2019-12-22,AMD,10,8.04
2019-12-22,AUD,1,263.92
2019-12-22,AZN,1,226.22
2019-12-22,BRL,1,94.09
2019-12-22,BYN,1,182.75
2019-12-22,CAD,1,291.54
2019-12-22,CHF,1,390.93
2019-12-22,CNY,1,54.64
2019-12-22,EUR,1,425.85
2019-12-22,GBP,1,499.38
2019-12-22,GEL,1,133.68
2019-12-22,INR,1,5.38
2019-12-22,JPY,1,3.5
2019-12-22,KGS,1,5.48
2019-12-22,MXN,1,20.24
2019-12-22,NOK,1,42.77
2019-12-22,RUB,1,6.15
2019-12-22,TRY,1,64.74
2019-12-22,USD,1,382.99
2019-12-22,UZS,100,4.03
2019-12-22,ZAR,1,26.94
2019-12-23,AMD,10,8.04
2019-12-23,AUD,1,263.92
2019-12-23,AZN,1,226.22
2019-12-23,BRL,1,94.09
2019-12-23,BYN,1,182.75
2019-12-23,CAD,1,291.54
2019-12-23,CHF,1,390.93
2019-12-23,CNY,1,54.64
2019-12-23,EUR,1,425.85
2019-12-23,GBP,1,499.38
2019-12-23,GEL,1,133.68
2019-12-23,INR,1,5.38
2019-12-23,JPY,1,3.5
2019-12-23,KGS,1,5.48
2019-12-23,MXN,1,20.24
2019-12-23,NOK,1,42.77
2019-12-23,RUB,1,6.15
2019-12-23,TRY,1,64.74
2019-12-23,USD,1,382.99
2019-12-23,UZS,100,4.03
2019-12-23,ZAR,1,26.94
2019-12-24,AMD,10,8.0
2019-12-24,AUD,1,264.64
2019-12-24,AZN,1,226.02
2019-12-24,BRL,1,93.27
2019-12-24,BYN,1,182.59
2019-12-24,CAD,1,291.01
2019-12-24,CHF,1,390.42
2019-12-24,CNY,1,54.61
2019-12-24,EUR,1,424.05
2019-12-24,GBP,1,497.79
2019-12-24,GEL,1,135.21
2019-12-24,INR,1,5.38
2019-12-24,JPY,1,3.5
2019-12-24,KGS,1,5.48
2019-12-24,MXN,1,20.2
2019-12-24,NOK,1,42.74
2019-12-24,RUB,1,6.14
2019-12-24,TRY,1,64.51
2019-12-24,USD,1,382.65
2019-12-24,UZS,100,4.03
2019-12-24,ZAR,1,26.91
2019-12-25,AMD,10,8.01
2019-12-25,AUD,1,263.89
2019-12-25,AZN,1,225.38
2019-12-25,BRL,1,93.44
2019-12-25,BYN,1,182.18
2019-12-25,CAD,1,289.96
2019-12-25,CHF,1,388.36
2019-12-25,CNY,1,54.45
2019-12-25,EUR,1,422.54
2019-12-25,GBP,1,493.28
2019-12-25,GEL,1,134.92
2019-12-25,INR,1,5.36
2019-12-25,JPY,1,3.49
2019-12-25,KGS,1,5.47
2019-12-25,MXN,1,20.14
2019-12-25,NOK,1,42.67
2019-12-25,RUB,1,6.15
2019-12-25,TRY,1,64.14
2019-12-25,USD,1,381.56
2019-12-25,UZS,100,4.02
2019-12-25,ZAR,1,26.87
2019-12-26,AMD,10,7.95
2019-12-26,AUD,1,261.92
2019-12-26,AZN,1,223.63
2019-12-26,BRL,1,92.72
2019-12-26,BYN,1,181.74
2019-12-26,CAD,1,287.78
2019-12-26,CHF,1,385.97
2019-12-26,CNY,1,54.2
2019-12-26,EUR,1,419.83
2019-12-26,GBP,1,491.16
2019-12-26,GEL,1,132.15
2019-12-26,INR,1,5.31
2019-12-26,JPY,1,3.46
2019-12-26,KGS,1,5.42
2019-12-26,MXN,1,19.95
2019-12-26,NOK,1,42.31
2019-12-26,RUB,1,6.14
2019-12-26,TRY,1,63.8
2019-12-26,USD,1,378.6
2019-12-26,UZS,100,3.99
2019-12-26,ZAR,1,26.72
2019-12-27,AMD,10,7.95
2019-12-27,AUD,1,262.27
2019-12-27,AZN,1,223.74
2019-12-27,BRL,1,92.77
2019-12-27,BYN,1,180.82
2019-12-27,CAD,1,288.08
2019-12-27,CHF,1,386.17
2019-12-27,CNY,1,54.15
2019-12-27,EUR,1,420.0
2019-12-27,GBP,1,491.48
2019-12-27,GEL,1,133.61
2019-12-27,INR,1,5.31
2019-12-27,JPY,1,3.46
2019-12-27,KGS,1,5.43
2019-12-27,MXN,1,19.98
2019-12-27,NOK,1,42.54
2019-12-27,RUB,1,6.13
2019-12-27,TRY,1,63.77
2019-12-27,USD,1,378.79
2019-12-27,UZS,100,3.99
2019-12-27,ZAR,1,26.74
2019-12-28,AMD,10,7.96
2019-12-28,AUD,1,264.63
2019-12-28,AZN,1,224.71
2019-12-28,BRL,1,93.79
2019-12-28,BYN,1,180.8
2019-12-28,CAD,1,290.43
2019-12-28,CHF,1,389.76
2019-12-28,CNY,1,54.38
2019-12-28,EUR,1,423.66
2019-12-28,GBP,1,497.16
2019-12-28,GEL,1,133.49
2019-12-28,INR,1,5.33
2019-12-28,JPY,1,3.48
2019-12-28,KGS,1,5.45
2019-12-28,MXN,1,20.1
2019-12-28,NOK,1,42.93
2019-12-28,RUB,1,6.14
2019-12-28,TRY,1,64.04
2019-12-28,USD,1,380.44
2019-12-28,UZS,100,4.0
2019-12-28,ZAR,1,27.05
2019-12-29,AMD,10,7.96
2019-12-29,AUD,1,264.63
2019-12-29,AZN,1,224.71
2019-12-29,BRL,1,93.79
2019-12-29,BYN,1,180.8
2019-12-29,CAD,1,290.43
2019-12-29,CHF,1,389.76
2019-12-29,CNY,1,54.38
2019-12-29,EUR,1,423.66
2019-12-29,GBP,1,497.16
2019-12-29,GEL,1,133.49
2019-12-29,INR,1,5.33
2019-12-29,JPY,1,3.48
2019-12-29,KGS,1,5.45
2019-12-29,MXN,1,20.1
2019-12-29,NOK,1,42.93
2019-12-29,RUB,1,6.14
2019-12-29,TRY,1,64.04
2019-12-29,USD,1,380.44
2019-12-29,UZS,100,4.0
2019-12-29,ZAR,1,27.05
2019-12-30,AMD,10,7.96
2019-12-30,AUD,1,264.63
2019-12-30,AZN,1,224.71
2019-12-30,BRL,1,93.79
2019-12-30,BYN,1,180.8
2019-12-30,CAD,1,290.43
2019-12-30,CHF,1,389.76
2019-12-30,CNY,1,54.38
2019-12-30,EUR,1,423.66
2019-12-30,GBP,1,497.16
2019-12-30,GEL,1,133.49
2019-12-30,INR,1,5.33
2019-12-30,JPY,1,3.48
2019-12-30,KGS,1,5.45
2019-12-30,MXN,1,20.1
2019-12-30,NOK,1,42.93
2019-12-30,RUB,1,6.14
2019-12-30,TRY,1,64.04
2019-12-30,USD,1,380.44
2019-12-30,UZS,100,4.0
2019-12-30,ZAR,1,27.05
2019-12-31,AMD,10,7.97
2019-12-31,AUD,1,266.64
2019-12-31,AZN,1,225.15
2019-12-31,BRL,1,94.24
2019-12-31,BYN,1,181.51
2019-12-31,CAD,1,291.62
2019-12-31,CHF,1,391.88
2019-12-31,CNY,1,54.56
2019-12-31,EUR,1,426.85
2019-12-31,GBP,1,499.99
2019-12-31,GEL,1,133.98
2019-12-31,INR,1,5.35
2019-12-31,JPY,1,3.49
2019-12-31,KGS,1,5.47
2019-12-31,MXN,1,20.27
2019-12-31,NOK,1,43.28
2019-12-31,RUB,1,6.17
2019-12-31,TRY,1,64.08
2019-12-31,USD,1,381.18
2019-12-31,UZS,100,4.01
2019-12-31,ZAR,1,27.18
2020-01-01,AMD,10,8.0
2020-01-01,AUD,1,268.23
2020-01-01,AZN,1,225.98
2020-01-01,BRL,1,95.18
2020-01-01,BYN,1,181.64
2020-01-01,CAD,1,293.58
2020-01-01,CHF,1,395.16
2020-01-01,CNY,1,54.97
2020-01-01,EUR,1,429.0
2020-01-01,GBP,1,503.41
2020-01-01,GEL,1,134.48
2020-01-01,INR,1,5.36
2020-01-01,JPY,1,3.52
2020-01-01,KGS,1,5.49
2020-01-01,MXN,1,20.24
2020-01-01,NOK,1,43.53
2020-01-01,RUB,1,6.16
2020-01-01,TRY,1,64.38
2020-01-01,USD,1,382.59
2020-01-01,UZS,100,4.03
2020-01-01,ZAR,1,27.33
2020-01-02,AMD,10,8.0
2020-01-02,AUD,1,268.23
2020-01-02,AZN,1,225.98
2020-01-02,BRL,1,95.18
2020-01-02,BYN,1,181.64
2020-01-02,CAD,1,293.58
2020-01-02,CHF,1,395.16
2020-01-02,CNY,1,54.97
2020-01-02,EUR,1,429.0
2020-01-02,GBP,1,503.41
2020-01-02,GEL,1,134.48
2020-01-02,INR,1,5.36
2020-01-02,JPY,1,3.52
2020-01-02,KGS,1,5.49
2020-01-02,MXN,1,20.24
2020-01-02,NOK,1,43.53
2020-01-02,RUB,1,6.16
2020-01-02,TRY,1,64.38
2020-01-02,USD,1,382.59
2020-01-02,UZS,100,4.03
2020-01-02,ZAR,1,27.33
2020-01-03,AMD,10,8.0
2020-01-03,AUD,1,268.23
2020-01-03,AZN,1,225.98
2020-01-03,BRL,1,95.18
2020-01-03,BYN,1,181.64
2020-01-03,CAD,1,293.58
2020-01-03,CHF,1,395.16
2020-01-03,CNY,1,54.97
2020-01-03,EUR,1,429.0
2020-01-03,GBP,1,503.41
2020-01-03,GEL,1,134.48
2020-01-03,INR,1,5.36
2020-01-03,JPY,1,3.52
2020-01-03,KGS,1,5.49
2020-01-03,MXN,1,20.24
2020-01-03,NOK,1,43.53
2020-01-03,RUB,1,6.16
2020-01-03,TRY,1,64.38
2020-01-03,USD,1,382.59
2020-01-03,UZS,100,4.03
2020-01-03,ZAR,1,27.33
2020-01-04,AMD,10,8.0
2020-01-04,AUD,1,268.23
2020-01-04,AZN,1,225.98
2020-01-04,BRL,1,95.18
2020-01-04,BYN,1,181.64
2020-01-04,CAD,1,293.58
2020-01-04,CHF,1,395.16
2020-01-04,CNY,1,54.97
2020-01-04,EUR,1,429.0
2020-01-04,GBP,1,503.41
2020-01-04,GEL,1,134.48
2020-01-04,INR,1,5.36
2020-01-04,JPY,1,3.52
2020-01-04,KGS,1,5.49
2020-01-04,MXN,1,20.24
2020-01-04,NOK,1,43.53
2020-01-04,RUB,1,6.16
2020-01-04,TRY,1,64.38
2020-01-04,USD,1,382.59
2020-01-04,UZS,100,4.03
2020-01-04,ZAR,1,27.33
2020-01-05,AMD,10,8.0
2020-01-05,AUD,1,268.23
2020-01-05,AZN,1,225.98
2020-01-05,BRL,1,95.18
2020-01-05,BYN,1,181.64
2020-01-05,CAD,1,293.58
2020-01-05,CHF,1,395.16
2020-01-05,CNY,1,54.97
2020-01-05,EUR,1,429.0
2020-01-05,GBP,1,503.41
2020-01-05,GEL,1,134.48
2020-01-05,INR,1,5.36
2020-01-05,JPY,1,3.52
2020-01-05,KGS,1,5.49
2020-01-05,MXN,1,20.24
2020-01-05,NOK,1,43.53
2020-01-05,RUB,1,6.16
2020-01-05,TRY,1,64.38
2020-01-05,USD,1,382.59
2020-01-05,UZS,100,4.03
2020-01-05,ZAR,1,27.33
2020-01-06,AMD,10,7.98
2020-01-06,AUD,1,265.63
2020-01-06,AZN,1,224.92
2020-01-06,BRL,1,93.96
2020-01-06,BYN,1,181.28
2020-01-06,CAD,1,294.02
2020-01-06,CHF,1,392.95
2020-01-06,CNY,1,54.87
2020-01-06,EUR,1,426.39
2020-01-06,GBP,1,500.07
2020-01-06,GEL,1,134.33
2020-01-06,INR,1,5.33
2020-01-06,JPY,1,3.54
2020-01-06,KGS,1,5.5
2020-01-06,MXN,1,20.2
2020-01-06,NOK,1,43.24
2020-01-06,RUB,1,6.16
2020-01-06,TRY,1,64.0
2020-01-06,USD,1,382.14
2020-01-06,UZS,100,4.02
2020-01-06,ZAR,1,26.7
2020-01-07,AMD,10,7.98
2020-01-07,AUD,1,265.09
2020-01-07,AZN,1,225.16
2020-01-07,BRL,1,93.73
2020-01-07,BYN,1,180.83
2020-01-07,CAD,1,294.0
2020-01-07,CHF,1,393.48
2020-01-07,CNY,1,54.67
2020-01-07,EUR,1,426.64
2020-01-07,GBP,1,500.97
2020-01-07,GEL,1,133.99
2020-01-07,INR,1,5.29
2020-01-07,JPY,1,3.53
2020-01-07,KGS,1,5.48
2020-01-07,MXN,1,20.18
2020-01-07,NOK,1,43.28
2020-01-07,RUB,1,6.14
2020-01-07,TRY,1,63.82
2020-01-07,USD,1,381.2
2020-01-07,UZS,100,4.01
2020-01-07,ZAR,1,26.71
2020-01-08,AMD,10,7.98
2020-01-08,AUD,1,265.09
2020-01-08,AZN,1,225.16
2020-01-08,BRL,1,93.73
2020-01-08,BYN,1,180.83
2020-01-08,CAD,1,294.0
2020-01-08,CHF,1,393.48
2020-01-08,CNY,1,54.67
2020-01-08,EUR,1,426.64
2020-01-08,GBP,1,500.97
2020-01-08,GEL,1,133.99
2020-01-08,INR,1,5.29
2020-01-08,JPY,1,3.53
2020-01-08,KGS,1,5.48
2020-01-08,MXN,1,20.18
2020-01-08,NOK,1,43.28
2020-01-08,RUB,1,6.14
2020-01-08,TRY,1,63.82
2020-01-08,USD,1,381.2
2020-01-08,UZS,100,4.01
2020-01-08,ZAR,1,26.71
2020-01-09,AMD,10,7.92
2020-01-09,AUD,1,259.91
2020-01-09,AZN,1,223.4
2020-01-09,BRL,1,92.98
