date,code,quant,value
2006-05-03,JPY,10,10.95
2006-05-03,KGS,1,3.04
2006-05-03,NOK,1,20.21
2006-05-03,RUB,1,4.57
2006-05-03,TRY,1,94.21
2006-05-03,USD,1,124.36
2006-05-03,UZS,1,0.1
2006-05-03,ZAR,1,20.63
2006-05-04,AUD,1,95.9
2006-05-04,BYN,1,0.06
2006-05-04,CAD,1,112.56
2006-05-04,CHF,1,100.73
2006-05-04,CNY,1,15.53
2006-05-04,EUR,1,157.29
2006-05-04,GBP,1,228.75
2006-05-04,JPY,10,10.98
2006-05-04,KGS,1,3.04
2006-05-04,NOK,1,20.22
2006-05-04,RUB,1,4.58
2006-05-04,TRY,1,94.53
2006-05-04,USD,1,124.4
2006-05-04,UZS,1,0.1
2006-05-04,ZAR,1,20.6
2006-05-05,AUD,1,94.98
2006-05-05,BYN,1,0.06
2006-05-05,CAD,1,111.35
2006-05-05,CHF,1,99.89
2006-05-05,CNY,1,15.48
2006-05-05,EUR,1,155.91
2006-05-05,GBP,1,227.62
2006-05-05,JPY,10,10.87
2006-05-05,KGS,1,3.04
2006-05-05,NOK,1,20.15
2006-05-05,RUB,1,4.55
2006-05-05,TRY,1,93.61
2006-05-05,USD,1,124.01
2006-05-05,UZS,1,0.1
2006-05-05,ZAR,1,20.26
2006-05-06,AUD,1,95.25
2006-05-06,BYN,1,0.06
2006-05-06,CAD,1,111.7
2006-05-06,CHF,1,100.6
2006-05-06,CNY,1,15.46
2006-05-06,EUR,1,157.07
2006-05-06,GBP,1,228.97
2006-05-06,JPY,10,10.87
2006-05-06,KGS,1,3.04
2006-05-06,NOK,1,20.27
2006-05-06,RUB,1,4.57
2006-05-06,TRY,1,93.78
2006-05-06,USD,1,123.83
2006-05-06,UZS,1,0.1
2006-05-06,ZAR,1,20.43
2006-05-07,AUD,1,95.02
2006-05-07,BYN,1,0.06
2006-05-07,CAD,1,111.54
2006-05-07,CHF,1,100.52
2006-05-07,CNY,1,15.39
2006-05-07,EUR,1,156.87
2006-05-07,GBP,1,229.21
2006-05-07,JPY,10,10.95
2006-05-07,KGS,1,3.02
2006-05-07,NOK,1,20.17
2006-05-07,RUB,1,4.55
2006-05-07,TRY,1,93.6
2006-05-07,USD,1,123.28
2006-05-07,UZS,1,0.1
2006-05-07,ZAR,1,20.39
2006-05-08,AUD,1,95.02
2006-05-08,BYN,1,0.06
2006-05-08,CAD,1,111.54
2006-05-08,CHF,1,100.52
2006-05-08,CNY,1,15.39
2006-05-08,EUR,1,156.87
2006-05-08,GBP,1,229.21
2006-05-08,JPY,10,10.95
2006-05-08,KGS,1,3.02
2006-05-08,NOK,1,20.17
2006-05-08,RUB,1,4.55
2006-05-08,TRY,1,93.6
2006-05-08,USD,1,123.28
2006-05-08,UZS,1,0.1
2006-05-08,ZAR,1,20.39
2006-05-09,AUD,1,95.02
2006-05-09,BYN,1,0.06
2006-05-09,CAD,1,111.54
2006-05-09,CHF,1,100.52
2006-05-09,CNY,1,15.39
2006-05-09,EUR,1,156.87
2006-05-09,GBP,1,229.21
2006-05-09,JPY,10,10.95
2006-05-09,KGS,1,3.02
2006-05-09,NOK,1,20.17
2006-05-09,RUB,1,4.55
2006-05-09,TRY,1,93.6
2006-05-09,USD,1,123.28
2006-05-09,UZS,1,0.1
2006-05-09,ZAR,1,20.39
2006-05-10,AUD,1,95.02
2006-05-10,BYN,1,0.06
2006-05-10,CAD,1,111.54
2006-05-10,CHF,1,100.52
2006-05-10,CNY,1,15.39
2006-05-10,EUR,1,156.87
2006-05-10,GBP,1,229.21
2006-05-10,JPY,10,10.95
2006-05-10,KGS,1,3.02
2006-05-10,NOK,1,20.17
2006-05-10,RUB,1,4.55
2006-05-10,TRY,1,93.6
2006-05-10,USD,1,123.28
2006-05-10,UZS,1,0.1
2006-05-10,ZAR,1,20.39
2006-05-11,AUD,1,94.83
2006-05-11,BYN,1,0.06
2006-05-11,CAD,1,111.68
2006-05-11,CHF,1,100.84
2006-05-11,CNY,1,15.36
2006-05-11,EUR,1,156.98
2006-05-11,GBP,1,229.3
2006-05-11,JPY,10,11.11
2006-05-11,KGS,1,3.01
2006-05-11,NOK,1,20.22
2006-05-11,RUB,1,4.55
2006-05-11,TRY,1,90.81
2006-05-11,USD,1,122.87
2006-05-11,UZS,1,0.1
2006-05-11,ZAR,1,20.31
2006-05-12,AUD,1,94.54
2006-05-12,BYN,1,0.06
2006-05-12,CAD,1,110.84
2006-05-12,CHF,1,99.68
2006-05-12,CNY,1,15.31
2006-05-12,EUR,1,155.65
2006-05-12,GBP,1,227.8
2006-05-12,JPY,10,11.01
2006-05-12,KGS,1,3.01
2006-05-12,NOK,1,20.06
2006-05-12,RUB,1,4.52
2006-05-12,TRY,1,90.22
2006-05-12,USD,1,122.52
2006-05-12,UZS,1,0.1
2006-05-12,ZAR,1,20.1
2006-05-13,AUD,1,94.5
2006-05-13,BYN,1,0.06
2006-05-13,CAD,1,110.47
2006-05-13,CHF,1,101.13
2006-05-13,CNY,1,15.21
2006-05-13,EUR,1,156.98
2006-05-13,GBP,1,230.29
2006-05-13,JPY,10,11.1
2006-05-13,KGS,1,2.99
2006-05-13,NOK,1,20.23
2006-05-13,RUB,1,4.52
2006-05-13,TRY,1,87.5
2006-05-13,USD,1,121.75
2006-05-13,UZS,1,0.1
2006-05-13,ZAR,1,19.88
2006-05-14,AUD,1,94.5
2006-05-14,BYN,1,0.06
2006-05-14,CAD,1,110.47
2006-05-14,CHF,1,101.13
2006-05-14,CNY,1,15.21
2006-05-14,EUR,1,156.98
2006-05-14,GBP,1,230.29
2006-05-14,JPY,10,11.1
2006-05-14,KGS,1,2.99
2006-05-14,NOK,1,20.23
2006-05-14,RUB,1,4.52
2006-05-14,TRY,1,87.5
2006-05-14,USD,1,121.75
2006-05-14,UZS,1,0.1
2006-05-14,ZAR,1,19.88
2006-05-15,AUD,1,94.5
2006-05-15,BYN,1,0.06
2006-05-15,CAD,1,110.47
2006-05-15,CHF,1,101.13
2006-05-15,CNY,1,15.21
2006-05-15,EUR,1,156.98
2006-05-15,GBP,1,230.29
2006-05-15,JPY,10,11.1
2006-05-15,KGS,1,2.99
2006-05-15,NOK,1,20.23
2006-05-15,RUB,1,4.52
2006-05-15,TRY,1,87.5
2006-05-15,USD,1,121.75
2006-05-15,UZS,1,0.1
2006-05-15,ZAR,1,19.88
2006-05-16,AUD,1,92.21
2006-05-16,BYN,1,0.06
2006-05-16,CAD,1,108.49
2006-05-16,CHF,1,100.22
2006-05-16,CNY,1,15.13
2006-05-16,EUR,1,155.42
2006-05-16,GBP,1,228.11
2006-05-16,JPY,10,10.98
2006-05-16,KGS,1,2.97
2006-05-16,NOK,1,19.99
2006-05-16,RUB,1,4.49
2006-05-16,TRY,1,83.51
2006-05-16,USD,1,121.0
2006-05-16,UZS,1,0.1
2006-05-16,ZAR,1,18.86
2006-05-17,AUD,1,92.68
2006-05-17,BYN,1,0.06
2006-05-17,CAD,1,109.0
2006-05-17,CHF,1,100.41
2006-05-17,CNY,1,15.2
2006-05-17,EUR,1,155.96
2006-05-17,GBP,1,228.73
2006-05-17,JPY,10,11.03
2006-05-17,KGS,1,2.99
2006-05-17,NOK,1,19.88
2006-05-17,RUB,1,4.51
2006-05-17,TRY,1,83.59
2006-05-17,USD,1,121.75
2006-05-17,UZS,1,0.1
2006-05-17,ZAR,1,18.98
2006-05-18,AUD,1,94.29
2006-05-18,BYN,1,0.06
2006-05-18,CAD,1,110.73
2006-05-18,CHF,1,101.69
2006-05-18,CNY,1,15.29
2006-05-18,EUR,1,157.69
2006-05-18,GBP,1,232.02
2006-05-18,JPY,10,11.2
2006-05-18,KGS,1,3.01
2006-05-18,NOK,1,20.17
2006-05-18,RUB,1,4.54
2006-05-18,TRY,1,86.79
2006-05-18,USD,1,122.29
2006-05-18,UZS,1,0.1
2006-05-18,ZAR,1,19.62
2006-05-19,AUD,1,93.21
2006-05-19,BYN,1,0.06
2006-05-19,CAD,1,109.57
2006-05-19,CHF,1,100.77
2006-05-19,CNY,1,15.24
2006-05-19,EUR,1,156.13
2006-05-19,GBP,1,230.31
2006-05-19,JPY,10,11.03
2006-05-19,KGS,1,3.01
2006-05-19,NOK,1,19.97
2006-05-19,RUB,1,4.52
2006-05-19,TRY,1,82.3
2006-05-19,USD,1,122.05
2006-05-19,UZS,1,0.1
2006-05-19,ZAR,1,18.95
2006-05-20,AUD,1,92.44
2006-05-20,BYN,1,0.06
2006-05-20,CAD,1,108.2
2006-05-20,CHF,1,99.75
2006-05-20,CNY,1,15.15
2006-05-20,EUR,1,155.14
2006-05-20,GBP,1,227.98
2006-05-20,JPY,10,10.87
2006-05-20,KGS,1,2.99
2006-05-20,NOK,1,19.88
2006-05-20,RUB,1,4.49
2006-05-20,TRY,1,81.38
2006-05-20,USD,1,121.42
2006-05-20,UZS,1,0.1
2006-05-20,ZAR,1,18.96
2006-05-21,AUD,1,92.44
2006-05-21,BYN,1,0.06
2006-05-21,CAD,1,108.2
2006-05-21,CHF,1,99.75
2006-05-21,CNY,1,15.15
2006-05-21,EUR,1,155.14
2006-05-21,GBP,1,227.98
2006-05-21,JPY,10,10.87
2006-05-21,KGS,1,2.99
2006-05-21,NOK,1,19.88
2006-05-21,RUB,1,4.49
2006-05-21,TRY,1,81.38
2006-05-21,USD,1,121.42
2006-05-21,UZS,1,0.1
2006-05-21,ZAR,1,18.96
2006-05-22,AUD,1,92.44
2006-05-22,BYN,1,0.06
2006-05-22,CAD,1,108.2
2006-05-22,CHF,1,99.75
2006-05-22,CNY,1,15.15
2006-05-22,EUR,1,155.14
2006-05-22,GBP,1,227.98
2006-05-22,JPY,10,10.87
2006-05-22,KGS,1,2.99
2006-05-22,NOK,1,19.88
2006-05-22,RUB,1,4.49
2006-05-22,TRY,1,81.38
2006-05-22,USD,1,121.42
2006-05-22,UZS,1,0.1
2006-05-22,ZAR,1,18.96
2006-05-23,AUD,1,91.0
2006-05-23,BYN,1,0.06
2006-05-23,CAD,1,108.18
2006-05-23,CHF,1,100.08
2006-05-23,CNY,1,15.16
2006-05-23,EUR,1,155.17
2006-05-23,GBP,1,227.81
2006-05-23,JPY,10,10.8
2006-05-23,KGS,1,3.0
2006-05-23,NOK,1,19.91
2006-05-23,RUB,1,4.5
2006-05-23,TRY,1,81.13
2006-05-23,USD,1,121.62
2006-05-23,UZS,1,0.1
2006-05-23,ZAR,1,18.35
2006-05-24,AUD,1,92.68
2006-05-24,BYN,1,0.06
2006-05-24,CAD,1,110.17
2006-05-24,CHF,1,101.67
2006-05-24,CNY,1,15.3
2006-05-24,EUR,1,157.63
2006-05-24,GBP,1,231.06
2006-05-24,JPY,10,11.02
2006-05-24,KGS,1,3.03
2006-05-24,NOK,1,20.14
2006-05-24,RUB,1,4.55
2006-05-24,TRY,1,80.25
2006-05-24,USD,1,122.7
2006-05-24,UZS,1,0.1
2006-05-24,ZAR,1,18.78
2006-05-25,AUD,1,92.51
2006-05-25,BYN,1,0.06
2006-05-25,CAD,1,109.41
2006-05-25,CHF,1,101.63
2006-05-25,CNY,1,15.28
2006-05-25,EUR,1,157.56
2006-05-25,GBP,1,230.87
2006-05-25,JPY,10,10.95
2006-05-25,KGS,1,3.03
2006-05-25,NOK,1,20.15
2006-05-25,RUB,1,4.55
2006-05-25,TRY,1,79.53
2006-05-25,USD,1,122.59
2006-05-25,UZS,1,0.1
2006-05-25,ZAR,1,18.52
2006-05-26,AUD,1,92.52
2006-05-26,BYN,1,0.06
2006-05-26,CAD,1,109.75
2006-05-26,CHF,1,100.65
2006-05-26,CNY,1,15.25
2006-05-26,EUR,1,156.41
2006-05-26,GBP,1,229.04
2006-05-26,JPY,10,10.88
2006-05-26,KGS,1,3.02
2006-05-26,NOK,1,20.01
2006-05-26,RUB,1,4.53
2006-05-26,TRY,1,79.24
2006-05-26,USD,1,122.35
2006-05-26,UZS,1,0.1
2006-05-26,ZAR,1,18.55
2006-05-27,AUD,1,93.02
2006-05-27,BYN,1,0.06
2006-05-27,CAD,1,110.37
2006-05-27,CHF,1,100.68
2006-05-27,CNY,1,15.26
2006-05-27,EUR,1,156.77
2006-05-27,GBP,1,229.19
2006-05-27,JPY,10,10.94
2006-05-27,KGS,1,3.02
2006-05-27,NOK,1,20.05
2006-05-27,RUB,1,4.53
2006-05-27,TRY,1,80.71
2006-05-27,USD,1,122.39
2006-05-27,UZS,1,0.1
2006-05-27,ZAR,1,18.73
2006-05-28,AUD,1,93.02
2006-05-28,BYN,1,0.06
2006-05-28,CAD,1,110.37
2006-05-28,CHF,1,100.68
2006-05-28,CNY,1,15.26
2006-05-28,EUR,1,156.77
2006-05-28,GBP,1,229.19
2006-05-28,JPY,10,10.94
2006-05-28,KGS,1,3.02
2006-05-28,NOK,1,20.05
2006-05-28,RUB,1,4.53
2006-05-28,TRY,1,80.71
2006-05-28,USD,1,122.39
2006-05-28,UZS,1,0.1
2006-05-28,ZAR,1,18.73
2006-05-29,AUD,1,93.02
2006-05-29,BYN,1,0.06
2006-05-29,CAD,1,110.37
2006-05-29,CHF,1,100.68
2006-05-29,CNY,1,15.26
2006-05-29,EUR,1,156.77
2006-05-29,GBP,1,229.19
2006-05-29,JPY,10,10.94
2006-05-29,KGS,1,3.02
2006-05-29,NOK,1,20.05
2006-05-29,RUB,1,4.53
2006-05-29,TRY,1,80.71
2006-05-29,USD,1,122.39
2006-05-29,UZS,1,0.1
2006-05-29,ZAR,1,18.73
2006-05-30,AUD,1,92.49
2006-05-30,BYN,1,0.06
2006-05-30,CAD,1,110.19
2006-05-30,CHF,1,99.66
2006-05-30,CNY,1,15.21
2006-05-30,EUR,1,155.51
2006-05-30,GBP,1,226.9
2006-05-30,JPY,10,10.86
2006-05-30,KGS,1,3.01
2006-05-30,NOK,1,19.9
2006-05-30,RUB,1,4.51
2006-05-30,TRY,1,80.05
2006-05-30,USD,1,121.95
2006-05-30,UZS,1,0.1
2006-05-30,ZAR,1,18.82
2006-05-31,AUD,1,92.77
2006-05-31,BYN,1,0.06
2006-05-31,CAD,1,110.36
2006-05-31,CHF,1,100.12
2006-05-31,CNY,1,15.14
2006-05-31,EUR,1,156.07
2006-05-31,GBP,1,227.79
2006-05-31,JPY,10,10.86
2006-05-31,KGS,1,3.0
2006-05-31,NOK,1,19.93
2006-05-31,RUB,1,4.5
2006-05-31,TRY,1,78.88
2006-05-31,USD,1,121.48
2006-05-31,UZS,1,0.1
2006-05-31,ZAR,1,18.62
2006-06-01,AUD,1,92.3
2006-06-01,BYN,1,0.06
2006-06-01,CAD,1,110.72
2006-06-01,CHF,1,100.14
2006-06-01,CNY,1,15.11
2006-06-01,EUR,1,156.05
2006-06-01,GBP,1,227.7
2006-06-01,JPY,10,10.84
2006-06-01,KGS,1,2.99
2006-06-01,NOK,1,19.9
2006-06-01,RUB,1,4.5
2006-06-01,TRY,1,77.61
2006-06-01,USD,1,121.26
2006-06-01,UZS,1,0.1
2006-06-01,ZAR,1,18.24
2006-06-02,AUD,1,90.73
2006-06-02,BYN,1,0.06
2006-06-02,CAD,1,109.94
2006-06-02,CHF,1,99.3
2006-06-02,CNY,1,15.12
2006-06-02,EUR,1,155.03
2006-06-02,GBP,1,226.02
2006-06-02,JPY,10,10.75
2006-06-02,KGS,1,3.0
2006-06-02,NOK,1,19.92
2006-06-02,RUB,1,4.48
2006-06-02,TRY,1,77.38
2006-06-02,USD,1,121.26
2006-06-02,UZS,1,0.1
2006-06-02,ZAR,1,17.96
2006-06-03,AUD,1,90.35
2006-06-03,BYN,1,0.06
2006-06-03,CAD,1,109.6
2006-06-03,CHF,1,99.21
2006-06-03,CNY,1,15.1
2006-06-03,EUR,1,155.14
2006-06-03,GBP,1,225.71
2006-06-03,JPY,10,10.73
2006-06-03,KGS,1,2.99
2006-06-03,NOK,1,19.97
2006-06-03,RUB,1,4.51
2006-06-03,TRY,1,79.08
2006-06-03,USD,1,121.11
2006-06-03,UZS,1,0.1
2006-06-03,ZAR,1,18.21
2006-06-04,AUD,1,90.35
2006-06-04,BYN,1,0.06
2006-06-04,CAD,1,109.6
2006-06-04,CHF,1,99.21
2006-06-04,CNY,1,15.1
2006-06-04,EUR,1,155.14
2006-06-04,GBP,1,225.71
2006-06-04,JPY,10,10.73
2006-06-04,KGS,1,2.99
2006-06-04,NOK,1,19.97
2006-06-04,RUB,1,4.51
2006-06-04,TRY,1,79.08
2006-06-04,USD,1,121.11
2006-06-04,UZS,1,0.1
2006-06-04,ZAR,1,18.21
2006-06-05,AUD,1,90.35
2006-06-05,BYN,1,0.06
2006-06-05,CAD,1,109.6
2006-06-05,CHF,1,99.21
2006-06-05,CNY,1,15.1
2006-06-05,EUR,1,155.14
2006-06-05,GBP,1,225.71
2006-06-05,JPY,10,10.73
2006-06-05,KGS,1,2.99
2006-06-05,NOK,1,19.97
2006-06-05,RUB,1,4.51
2006-06-05,TRY,1,79.08
2006-06-05,USD,1,121.11
2006-06-05,UZS,1,0.1
2006-06-05,ZAR,1,18.21
2006-06-06,AUD,1,90.26
2006-06-06,BYN,1,0.06
2006-06-06,CAD,1,109.26
2006-06-06,CHF,1,99.71
2006-06-06,CNY,1,14.98
2006-06-06,EUR,1,155.63
2006-06-06,GBP,1,226.27
2006-06-06,JPY,10,10.74
2006-06-06,KGS,1,2.96
2006-06-06,NOK,1,20.06
2006-06-06,RUB,1,4.5
2006-06-06,TRY,1,75.73
2006-06-06,USD,1,120.0
2006-06-06,UZS,1,0.1
2006-06-06,ZAR,1,18.14
2006-06-07,AUD,1,89.49
2006-06-07,BYN,1,0.06
2006-06-07,CAD,1,108.33
2006-06-07,CHF,1,99.39
2006-06-07,CNY,1,14.98
2006-06-07,EUR,1,154.73
2006-06-07,GBP,1,224.59
2006-06-07,JPY,10,10.69
2006-06-07,KGS,1,2.96
2006-06-07,NOK,1,19.94
2006-06-07,RUB,1,4.49
2006-06-07,TRY,1,77.02
2006-06-07,USD,1,119.99
2006-06-07,UZS,1,0.1
2006-06-07,ZAR,1,17.79
2006-06-08,AUD,1,88.83
2006-06-08,BYN,1,0.06
2006-06-08,CAD,1,107.5
2006-06-08,CHF,1,98.37
2006-06-08,CNY,1,14.95
2006-06-08,EUR,1,153.54
2006-06-08,GBP,1,222.78
2006-06-08,JPY,10,10.57
2006-06-08,KGS,1,2.96
2006-06-08,NOK,1,19.72
2006-06-08,RUB,1,4.46
2006-06-08,TRY,1,77.38
2006-06-08,USD,1,119.82
2006-06-08,UZS,1,0.1
2006-06-08,ZAR,1,17.73
2006-06-09,AUD,1,89.38
2006-06-09,BYN,1,0.06
2006-06-09,CAD,1,107.47
2006-06-09,CHF,1,98.02
2006-06-09,CNY,1,14.95
2006-06-09,EUR,1,153.05
2006-06-09,GBP,1,221.55
2006-06-09,JPY,10,10.53
2006-06-09,KGS,1,2.96
2006-06-09,NOK,1,19.53
2006-06-09,RUB,1,4.46
2006-06-09,TRY,1,77.51
2006-06-09,USD,1,119.83
2006-06-09,UZS,1,0.1
2006-06-09,ZAR,1,17.59
2006-06-10,AUD,1,89.57
2006-06-10,BYN,1,0.06
2006-06-10,CAD,1,107.2
2006-06-10,CHF,1,97.49
2006-06-10,CNY,1,15.0
2006-06-10,EUR,1,151.98
2006-06-10,GBP,1,221.38
2006-06-10,JPY,10,10.54
2006-06-10,KGS,1,2.97
2006-06-10,NOK,1,19.44
2006-06-10,RUB,1,4.45
2006-06-10,TRY,1,77.99
2006-06-10,USD,1,120.18
2006-06-10,UZS,1,0.1
2006-06-10,ZAR,1,17.84
2006-06-11,AUD,1,89.57
2006-06-11,BYN,1,0.06
2006-06-11,CAD,1,107.2
2006-06-11,CHF,1,97.49
2006-06-11,CNY,1,15.0
2006-06-11,EUR,1,151.98
2006-06-11,GBP,1,221.38
2006-06-11,JPY,10,10.54
2006-06-11,KGS,1,2.97
2006-06-11,NOK,1,19.44
2006-06-11,RUB,1,4.45
2006-06-11,TRY,1,77.99
2006-06-11,USD,1,120.18
2006-06-11,UZS,1,0.1
2006-06-11,ZAR,1,17.84
2006-06-12,AUD,1,89.57
2006-06-12,BYN,1,0.06
2006-06-12,CAD,1,107.2
2006-06-12,CHF,1,97.49
2006-06-12,CNY,1,15.0
2006-06-12,EUR,1,151.98
2006-06-12,GBP,1,221.38
2006-06-12,JPY,10,10.54
2006-06-12,KGS,1,2.97
2006-06-12,NOK,1,19.44
2006-06-12,RUB,1,4.45
2006-06-12,TRY,1,77.99
2006-06-12,USD,1,120.18
2006-06-12,UZS,1,0.1
2006-06-12,ZAR,1,17.84
2006-06-13,AUD,1,90.03
2006-06-13,BYN,1,0.06
2006-06-13,CAD,1,109.01
2006-06-13,CHF,1,97.66
2006-06-13,CNY,1,15.01
2006-06-13,EUR,1,151.72
2006-06-13,GBP,1,221.89
2006-06-13,JPY,10,10.53
2006-06-13,KGS,1,2.98
2006-06-13,NOK,1,19.5
2006-06-13,RUB,1,4.45
2006-06-13,TRY,1,78.26
2006-06-13,USD,1,120.29
2006-06-13,UZS,1,0.1
2006-06-13,ZAR,1,17.98
2006-06-14,AUD,1,88.5
2006-06-14,BYN,1,0.06
2006-06-14,CAD,1,108.37
2006-06-14,CHF,1,96.79
2006-06-14,CNY,1,14.91
2006-06-14,EUR,1,150.24
2006-06-14,GBP,1,219.96
2006-06-14,JPY,10,10.44
2006-06-14,KGS,1,2.95
2006-06-14,NOK,1,19.27
2006-06-14,RUB,1,4.41
2006-06-14,TRY,1,74.45
2006-06-14,USD,1,119.38
2006-06-14,UZS,1,0.1
2006-06-14,ZAR,1,17.51
2006-06-15,AUD,1,88.25
2006-06-15,BYN,1,0.06
2006-06-15,CAD,1,107.2
2006-06-15,CHF,1,96.76
2006-06-15,CNY,1,14.91
2006-06-15,EUR,1,150.1
2006-06-15,GBP,1,219.8
2006-06-15,JPY,10,10.38
2006-06-15,KGS,1,2.96
2006-06-15,NOK,1,19.17
2006-06-15,RUB,1,4.41
2006-06-15,TRY,1,74.98
2006-06-15,USD,1,119.29
2006-06-15,UZS,1,0.1
2006-06-15,ZAR,1,17.48
2006-06-16,AUD,1,89.24
2006-06-16,BYN,1,0.06
2006-06-16,CAD,1,108.41
2006-06-16,CHF,1,97.98
2006-06-16,CNY,1,15.08
2006-06-16,EUR,1,152.21
2006-06-16,GBP,1,222.64
2006-06-16,JPY,10,10.5
2006-06-16,KGS,1,3.0
2006-06-16,NOK,1,19.41
2006-06-16,RUB,1,4.46
2006-06-16,TRY,1,75.73
2006-06-16,USD,1,120.64
2006-06-16,UZS,1,0.1
2006-06-16,ZAR,1,17.72
2006-06-17,AUD,1,89.17
2006-06-17,BYN,1,0.06
2006-06-17,CAD,1,107.95
2006-06-17,CHF,1,97.71
2006-06-17,CNY,1,15.0
2006-06-17,EUR,1,151.96
2006-06-17,GBP,1,222.53
2006-06-17,JPY,10,10.46
2006-06-17,KGS,1,2.99
2006-06-17,NOK,1,19.35
2006-06-17,RUB,1,4.45
2006-06-17,TRY,1,75.57
2006-06-17,USD,1,120.01
2006-06-17,UZS,1,0.1
2006-06-17,ZAR,1,17.52
2006-06-18,AUD,1,89.17
2006-06-18,BYN,1,0.06
2006-06-18,CAD,1,107.95
2006-06-18,CHF,1,97.71
2006-06-18,CNY,1,15.0
2006-06-18,EUR,1,151.96
2006-06-18,GBP,1,222.53
2006-06-18,JPY,10,10.46
2006-06-18,KGS,1,2.99
2006-06-18,NOK,1,19.35
2006-06-18,RUB,1,4.45
2006-06-18,TRY,1,75.57
2006-06-18,USD,1,120.01
2006-06-18,UZS,1,0.1
2006-06-18,ZAR,1,17.52
2006-06-19,AUD,1,89.17
2006-06-19,BYN,1,0.06
2006-06-19,CAD,1,107.95
2006-06-19,CHF,1,97.71
2006-06-19,CNY,1,15.0
2006-06-19,EUR,1,151.96
2006-06-19,GBP,1,222.53
2006-06-19,JPY,10,10.46
2006-06-19,KGS,1,2.99
2006-06-19,NOK,1,19.35
2006-06-19,RUB,1,4.45
2006-06-19,TRY,1,75.57
2006-06-19,USD,1,120.01
2006-06-19,UZS,1,0.1
2006-06-19,ZAR,1,17.52
2006-06-20,AUD,1,87.81
2006-06-20,BYN,1,0.06
2006-06-20,CAD,1,106.0
2006-06-20,CHF,1,96.35
2006-06-20,CNY,1,14.88
2006-06-20,EUR,1,150.0
2006-06-20,GBP,1,219.6
2006-06-20,JPY,10,10.31
2006-06-20,KGS,1,2.96
2006-06-20,NOK,1,19.1
2006-06-20,RUB,1,4.41
2006-06-20,TRY,1,74.72
2006-06-20,USD,1,119.18
2006-06-20,UZS,1,0.1
2006-06-20,ZAR,1,17.3
2006-06-21,AUD,1,87.38
2006-06-21,BYN,1,0.06
2006-06-21,CAD,1,105.5
2006-06-21,CHF,1,95.37
2006-06-21,CNY,1,14.78
2006-06-21,EUR,1,148.68
2006-06-21,GBP,1,218.11
2006-06-21,JPY,10,10.31
2006-06-21,KGS,1,2.94
2006-06-21,NOK,1,18.85
2006-06-21,RUB,1,4.37
2006-06-21,TRY,1,73.27
2006-06-21,USD,1,118.26
2006-06-21,UZS,1,0.1
2006-06-21,ZAR,1,16.87
2006-06-22,AUD,1,87.56
2006-06-22,BYN,1,0.06
2006-06-22,CAD,1,106.55
2006-06-22,CHF,1,96.1
2006-06-22,CNY,1,14.83
2006-06-22,EUR,1,149.89
2006-06-22,GBP,1,218.89
2006-06-22,JPY,10,10.35
2006-06-22,KGS,1,2.95
2006-06-22,NOK,1,18.96
2006-06-22,RUB,1,4.39
2006-06-22,TRY,1,72.19
2006-06-22,USD,1,118.65
2006-06-22,UZS,1,0.1
2006-06-22,ZAR,1,16.64
2006-06-23,AUD,1,87.62
2006-06-23,BYN,1,0.06
2006-06-23,CAD,1,106.87
2006-06-23,CHF,1,95.96
2006-06-23,CNY,1,14.84
2006-06-23,EUR,1,149.94
2006-06-23,GBP,1,218.19
2006-06-23,JPY,10,10.31
2006-06-23,KGS,1,2.95
2006-06-23,NOK,1,18.9
2006-06-23,RUB,1,4.4
2006-06-23,TRY,1,72.1
2006-06-23,USD,1,118.64
2006-06-23,UZS,1,0.1
2006-06-23,ZAR,1,16.66
2006-06-24,AUD,1,87.61
2006-06-24,BYN,1,0.06
2006-06-24,CAD,1,106.75
2006-06-24,CHF,1,96.1
2006-06-24,CNY,1,14.97
2006-06-24,EUR,1,150.25
2006-06-24,GBP,1,218.38
2006-06-24,JPY,10,10.3
2006-06-24,KGS,1,2.98
2006-06-24,NOK,1,18.96
2006-06-24,RUB,1,4.42
2006-06-24,TRY,1,70.62
2006-06-24,USD,1,119.7
2006-06-24,UZS,1,0.1
2006-06-24,ZAR,1,16.17
2006-06-25,AUD,1,87.61
2006-06-25,BYN,1,0.06
2006-06-25,CAD,1,106.75
2006-06-25,CHF,1,96.1
2006-06-25,CNY,1,14.97
2006-06-25,EUR,1,150.25
2006-06-25,GBP,1,218.38
2006-06-25,JPY,10,10.3
2006-06-25,KGS,1,2.98
2006-06-25,NOK,1,18.96
2006-06-25,RUB,1,4.42
2006-06-25,TRY,1,70.62
2006-06-25,USD,1,119.7
2006-06-25,UZS,1,0.1
2006-06-25,ZAR,1,16.17
2006-06-26,AUD,1,87.61
2006-06-26,BYN,1,0.06
2006-06-26,CAD,1,106.75
2006-06-26,CHF,1,96.1
2006-06-26,CNY,1,14.97
2006-06-26,EUR,1,150.25
2006-06-26,GBP,1,218.38
2006-06-26,JPY,10,10.3
2006-06-26,KGS,1,2.98
2006-06-26,NOK,1,18.96
2006-06-26,RUB,1,4.42
2006-06-26,TRY,1,70.62
2006-06-26,USD,1,119.7
2006-06-26,UZS,1,0.1
2006-06-26,ZAR,1,16.17
2006-06-27,AUD,1,87.6
2006-06-27,BYN,1,0.06
2006-06-27,CAD,1,106.85
2006-06-27,CHF,1,96.19
2006-06-27,CNY,1,14.96
