date,code,name_ru,quant,value,change
2021-05-15,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,14.59,+0.14
2021-05-15,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,55.2,+0.15
2021-05-15,GEL,ГРУЗИНСКИЙ ЛАРИ,1,125.98,+0.49
2021-05-15,DKK,ДАТСКАЯ КРОНА,1,69.82,+0.44
2021-05-15,AED,ДИРХАМ ОАЭ,1,116.73,+0.32
2021-05-15,USD,ДОЛЛАР США,1,428.71,+1.16
2021-05-15,EUR,ЕВРО,1,519.12,+3.28
2021-05-15,INR,ИНДИЙСКАЯ РУПИЯ,1,5.85,+0.04
2021-05-15,IRR,ИРАНСКИЙ РИАЛ,1000,10.2,0.00
2021-05-15,CAD,КАНАДСКИЙ ДОЛЛАР,1,353.17,+0.75
2021-05-15,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.61,+0.37
2021-05-15,KWD,КУВЕЙТСКИЙ ДИНАР,1,1424.9,+3.48
2021-05-15,KGS,КЫРГЫЗСКИЙ СОМ,1,5.06,+0.01
2021-05-15,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,103.98,+0.28
2021-05-15,MXN,МЕКСИКАНСКИЙ ПЕСО,1,21.59,+0.37
2021-05-15,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.23,-0.02
2021-05-15,NOK,НОРВЕЖСКАЯ КРОНА,1,51.76,+0.81
2021-05-15,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,114.55,+1.07
2021-05-15,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,114.32,+0.31
2021-05-15,RUB,РОССИЙСКИЙ РУБЛЬ,1,5.79,+0.04
2021-05-15,XDR,СДР,1,615.57,-0.28
2021-05-15,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,321.25,+1.08
2021-05-15,TJS,ТАДЖИКСКИЙ СОМОНИ,1,37.91,+0.11
2021-05-15,THB,ТАЙСКИЙ БАТ,1,13.67,+0.05
2021-05-15,TRY,ТУРЕЦКАЯ ЛИРА,1,50.74,+0.25
2021-05-15,UZS,УЗБЕКСКИХ СУМОВ,100,4.07,+0.02
2021-05-15,UAH,УКРАИНСКАЯ ГРИВНА,1,15.52,+0.05
2021-05-15,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,602.68,+3.08
2021-05-15,CZK,ЧЕШСКАЯ КРОНА,1,20.35,+0.17
2021-05-15,SEK,ШВЕДСКАЯ КРОНА,1,51.21,+0.53
2021-05-15,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,474.29,+3.52
2021-05-15,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,30.35,+0.08
2021-05-15,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,37.98,+0.24
2021-05-15,JPY,ЯПОНСКАЯ ЙЕНА,1,3.92,+0.02
2021-05-16,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,331.61,0.00
2021-05-16,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,253.23,0.00
2021-05-16,AMD,АРМЯНСКИЙ ДРАМ,10,8.21,0.00
2021-05-16,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,169.94,0.00
2021-05-16,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,80.77,0.00
2021-05-16,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,14.59,0.00
2021-05-16,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,55.2,0.00
2021-05-16,GEL,ГРУЗИНСКИЙ ЛАРИ,1,125.98,0.00
2021-05-16,DKK,ДАТСКАЯ КРОНА,1,69.82,0.00
2021-05-16,AED,ДИРХАМ ОАЭ,1,116.73,0.00
2021-05-16,USD,ДОЛЛАР США,1,428.71,0.00
2021-05-16,EUR,ЕВРО,1,519.12,0.00
2021-05-16,INR,ИНДИЙСКАЯ РУПИЯ,1,5.85,0.00
2021-05-16,IRR,ИРАНСКИЙ РИАЛ,1000,10.2,0.00
2021-05-16,CAD,КАНАДСКИЙ ДОЛЛАР,1,353.17,0.00
2021-05-16,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.61,0.00
2021-05-16,KWD,КУВЕЙТСКИЙ ДИНАР,1,1424.9,0.00
2021-05-16,KGS,КЫРГЫЗСКИЙ СОМ,1,5.06,0.00
2021-05-16,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,103.98,0.00
2021-05-16,MXN,МЕКСИКАНСКИЙ ПЕСО,1,21.59,0.00
2021-05-16,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.23,0.00
2021-05-16,NOK,НОРВЕЖСКАЯ КРОНА,1,51.76,0.00
2021-05-16,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,114.55,0.00
2021-05-16,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,114.32,0.00
2021-05-16,RUB,РОССИЙСКИЙ РУБЛЬ,1,5.79,0.00
2021-05-16,XDR,СДР,1,615.57,0.00
2021-05-16,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,321.25,0.00
2021-05-16,TJS,ТАДЖИКСКИЙ СОМОНИ,1,37.91,0.00
2021-05-16,THB,ТАЙСКИЙ БАТ,1,13.67,0.00
2021-05-16,TRY,ТУРЕЦКАЯ ЛИРА,1,50.74,0.00
2021-05-16,UZS,УЗБЕКСКИХ СУМОВ,100,4.07,0.00
2021-05-16,UAH,УКРАИНСКАЯ ГРИВНА,1,15.52,0.00
2021-05-16,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,602.68,0.00
2021-05-16,CZK,ЧЕШСКАЯ КРОНА,1,20.35,0.00
2021-05-16,SEK,ШВЕДСКАЯ КРОНА,1,51.21,0.00
2021-05-16,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,474.29,0.00
2021-05-16,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,30.35,0.00
2021-05-16,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,37.98,0.00
2021-05-16,JPY,ЯПОНСКАЯ ЙЕНА,1,3.92,0.00
2021-05-17,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,331.61,0.00
2021-05-17,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,253.23,0.00
2021-05-17,AMD,АРМЯНСКИЙ ДРАМ,10,8.21,0.00
2021-05-17,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,169.94,0.00
2021-05-17,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,80.77,0.00
2021-05-17,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,14.59,0.00
2021-05-17,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,55.2,0.00
2021-05-17,GEL,ГРУЗИНСКИЙ ЛАРИ,1,125.98,0.00
2021-05-17,DKK,ДАТСКАЯ КРОНА,1,69.82,0.00
2021-05-17,AED,ДИРХАМ ОАЭ,1,116.73,0.00
2021-05-17,USD,ДОЛЛАР США,1,428.71,0.00
2021-05-17,EUR,ЕВРО,1,519.12,0.00
2021-05-17,INR,ИНДИЙСКАЯ РУПИЯ,1,5.85,0.00
2021-05-17,IRR,ИРАНСКИЙ РИАЛ,1000,10.2,0.00
2021-05-17,CAD,КАНАДСКИЙ ДОЛЛАР,1,353.17,0.00
2021-05-17,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.61,0.00
2021-05-17,KWD,КУВЕЙТСКИЙ ДИНАР,1,1424.9,0.00
2021-05-17,KGS,КЫРГЫЗСКИЙ СОМ,1,5.06,0.00
2021-05-17,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,103.98,0.00
2021-05-17,MXN,МЕКСИКАНСКИЙ ПЕСО,1,21.59,0.00
2021-05-17,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.23,0.00
2021-05-17,NOK,НОРВЕЖСКАЯ КРОНА,1,51.76,0.00
2021-05-17,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,114.55,0.00
2021-05-17,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,114.32,0.00
2021-05-17,RUB,РОССИЙСКИЙ РУБЛЬ,1,5.79,0.00
2021-05-17,XDR,СДР,1,615.57,0.00
2021-05-17,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,321.25,0.00
2021-05-17,TJS,ТАДЖИКСКИЙ СОМОНИ,1,37.91,0.00
2021-05-17,THB,ТАЙСКИЙ БАТ,1,13.67,0.00
2021-05-17,TRY,ТУРЕЦКАЯ ЛИРА,1,50.74,0.00
2021-05-17,UZS,УЗБЕКСКИХ СУМОВ,100,4.07,0.00
2021-05-17,UAH,УКРАИНСКАЯ ГРИВНА,1,15.52,0.00
2021-05-17,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,602.68,0.00
2021-05-17,CZK,ЧЕШСКАЯ КРОНА,1,20.35,0.00
2021-05-17,SEK,ШВЕДСКАЯ КРОНА,1,51.21,0.00
2021-05-17,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,474.29,0.00
2021-05-17,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,30.35,0.00
2021-05-17,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,37.98,0.00
2021-05-17,JPY,ЯПОНСКАЯ ЙЕНА,1,3.92,0.00
2021-05-18,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,331.63,+0.02
2021-05-18,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,252.46,-0.77
2021-05-18,AMD,АРМЯНСКИЙ ДРАМ,10,8.22,+0.01
2021-05-18,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,169.83,-0.11
2021-05-18,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,81.06,+0.29
2021-05-18,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,14.77,+0.18
2021-05-18,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,55.03,-0.17
2021-05-18,GEL,ГРУЗИНСКИЙ ЛАРИ,1,126.45,+0.47
2021-05-18,DKK,ДАТСКАЯ КРОНА,1,69.87,+0.05
2021-05-18,AED,ДИРХАМ ОАЭ,1,116.37,-0.36
2021-05-18,USD,ДОЛЛАР США,1,427.41,-1.30
2021-05-18,EUR,ЕВРО,1,519.47,+0.35
2021-05-18,INR,ИНДИЙСКАЯ РУПИЯ,1,5.84,-0.01
2021-05-18,IRR,ИРАНСКИЙ РИАЛ,1000,10.2,0.00
2021-05-18,CAD,КАНАДСКИЙ ДОЛЛАР,1,353.03,-0.14
2021-05-18,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.38,-0.23
2021-05-18,KWD,КУВЕЙТСКИЙ ДИНАР,1,1421.19,-3.71
2021-05-18,KGS,КЫРГЫЗСКИЙ СОМ,1,5.05,-0.01
2021-05-18,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,103.51,-0.47
2021-05-18,MXN,МЕКСИКАНСКИЙ ПЕСО,1,21.49,-0.10
2021-05-18,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.19,-0.04
2021-05-18,NOK,НОРВЕЖСКАЯ КРОНА,1,51.73,-0.03
2021-05-18,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,114.52,-0.03
2021-05-18,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,113.97,-0.35
2021-05-18,RUB,РОССИЙСКИЙ РУБЛЬ,1,5.78,-0.01
2021-05-18,XDR,СДР,1,614.91,-0.66
2021-05-18,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,320.13,-1.12
2021-05-18,TJS,ТАДЖИКСКИЙ СОМОНИ,1,37.79,-0.12
2021-05-18,THB,ТАЙСКИЙ БАТ,1,13.6,-0.07
2021-05-18,TRY,ТУРЕЦКАЯ ЛИРА,1,51.15,+0.41
2021-05-18,UZS,УЗБЕКСКИХ СУМОВ,100,4.06,-0.01
2021-05-18,UAH,УКРАИНСКАЯ ГРИВНА,1,15.52,0.00
2021-05-18,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,602.82,+0.14
2021-05-18,CZK,ЧЕШСКАЯ КРОНА,1,20.37,+0.02
2021-05-18,SEK,ШВЕДСКАЯ КРОНА,1,51.21,0.00
2021-05-18,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,474.53,+0.24
2021-05-18,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,30.23,-0.12
2021-05-18,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,37.61,-0.37
2021-05-18,JPY,ЯПОНСКАЯ ЙЕНА,1,3.91,-0.01
2021-05-19,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,332.23,+0.60
2021-05-19,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,251.65,-0.81
2021-05-19,AMD,АРМЯНСКИЙ ДРАМ,10,8.18,-0.04
2021-05-19,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,169.4,-0.43
2021-05-19,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,80.8,-0.26
2021-05-19,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,14.85,+0.08
2021-05-19,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,54.87,-0.16
2021-05-19,GEL,ГРУЗИНСКИЙ ЛАРИ,1,126.05,-0.40
2021-05-19,DKK,ДАТСКАЯ КРОНА,1,70.01,+0.14
2021-05-19,AED,ДИРХАМ ОАЭ,1,116,-0.37
2021-05-19,USD,ДОЛЛАР США,1,426.05,-1.36
2021-05-19,EUR,ЕВРО,1,520.46,+0.99
2021-05-19,INR,ИНДИЙСКАЯ РУПИЯ,1,5.83,-0.01
2021-05-19,IRR,ИРАНСКИЙ РИАЛ,1000,10.1,-0.10
2021-05-19,CAD,КАНАДСКИЙ ДОЛЛАР,1,354.1,+1.07
2021-05-19,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.35,-0.03
2021-05-19,KWD,КУВЕЙТСКИЙ ДИНАР,1,1418.75,-2.44
2021-05-19,KGS,КЫРГЫЗСКИЙ СОМ,1,5.05,0.00
2021-05-19,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,103.28,-0.23
2021-05-19,MXN,МЕКСИКАНСКИЙ ПЕСО,1,21.6,+0.11
2021-05-19,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.07,-0.12
2021-05-19,NOK,НОРВЕЖСКАЯ КРОНА,1,51.92,+0.19
2021-05-19,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,115.06,+0.54
2021-05-19,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,113.61,-0.36
2021-05-19,RUB,РОССИЙСКИЙ РУБЛЬ,1,5.78,0.00
2021-05-19,XDR,СДР,1,613.98,-0.93
2021-05-19,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,320.34,+0.21
2021-05-19,TJS,ТАДЖИКСКИЙ СОМОНИ,1,37.67,-0.12
2021-05-19,THB,ТАЙСКИЙ БАТ,1,13.54,-0.06
2021-05-19,TRY,ТУРЕЦКАЯ ЛИРА,1,51.11,-0.04
2021-05-19,UZS,УЗБЕКСКИХ СУМОВ,100,4.04,-0.02
2021-05-19,UAH,УКРАИНСКАЯ ГРИВНА,1,15.54,+0.02
2021-05-19,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,605.12,+2.30
2021-05-19,CZK,ЧЕШСКАЯ КРОНА,1,20.48,+0.11
2021-05-19,SEK,ШВЕДСКАЯ КРОНА,1,51.33,+0.12
2021-05-19,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,474.81,+0.28
2021-05-19,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,30.45,+0.22
2021-05-19,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,37.75,+0.14
2021-05-19,JPY,ЯПОНСКАЯ ЙЕНА,1,3.91,0.00
2021-05-20,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,331.04,-1.19
2021-05-20,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,252.53,+0.88
2021-05-20,AMD,АРМЯНСКИЙ ДРАМ,10,8.21,+0.03
2021-05-20,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,170.22,+0.82
2021-05-20,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,81.27,+0.47
2021-05-20,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,14.87,+0.02
2021-05-20,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,55.06,+0.19
2021-05-20,GEL,ГРУЗИНСКИЙ ЛАРИ,1,127.24,+1.19
2021-05-20,DKK,ДАТСКАЯ КРОНА,1,70.21,+0.20
2021-05-20,AED,ДИРХАМ ОАЭ,1,116.41,+0.41
2021-05-20,USD,ДОЛЛАР США,1,427.54,+1.49
2021-05-20,EUR,ЕВРО,1,521.98,+1.52
2021-05-20,INR,ИНДИЙСКАЯ РУПИЯ,1,5.84,+0.01
2021-05-20,IRR,ИРАНСКИЙ РИАЛ,1000,10.2,+0.10
2021-05-20,CAD,КАНАДСКИЙ ДОЛЛАР,1,353.75,-0.35
2021-05-20,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.4,+0.05
2021-05-20,KWD,КУВЕЙТСКИЙ ДИНАР,1,1423.76,+5.01
2021-05-20,KGS,КЫРГЫЗСКИЙ СОМ,1,5.07,+0.02
2021-05-20,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,103.37,+0.09
2021-05-20,MXN,МЕКСИКАНСКИЙ ПЕСО,1,21.48,-0.12
2021-05-20,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.2,+0.13
2021-05-20,NOK,НОРВЕЖСКАЯ КРОНА,1,51.64,-0.28
2021-05-20,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,115.32,+0.26
2021-05-20,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,114,+0.39
2021-05-20,RUB,РОССИЙСКИЙ РУБЛЬ,1,5.8,+0.02
2021-05-20,XDR,СДР,1,617.42,+3.44
2021-05-20,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,320.95,+0.61
2021-05-20,TJS,ТАДЖИКСКИЙ СОМОНИ,1,37.8,+0.13
2021-05-20,THB,ТАЙСКИЙ БАТ,1,13.59,+0.05
2021-05-20,TRY,ТУРЕЦКАЯ ЛИРА,1,50.86,-0.25
2021-05-20,UZS,УЗБЕКСКИХ СУМОВ,100,4.05,+0.01
2021-05-20,UAH,УКРАИНСКАЯ ГРИВНА,1,15.59,+0.05
2021-05-20,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,605.61,+0.49
2021-05-20,CZK,ЧЕШСКАЯ КРОНА,1,20.52,+0.04
2021-05-20,SEK,ШВЕДСКАЯ КРОНА,1,51.37,+0.04
2021-05-20,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,474.52,-0.29
2021-05-20,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,30.44,-0.01
2021-05-20,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,37.84,+0.09
2021-05-20,JPY,ЯПОНСКАЯ ЙЕНА,1,3.92,+0.01
2021-05-21,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,332.29,+1.25
2021-05-21,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,253.52,+0.99
2021-05-21,AMD,АРМЯНСКИЙ ДРАМ,10,8.26,+0.05
2021-05-21,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,170.97,+0.75
2021-05-21,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,80.84,-0.43
2021-05-21,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,14.94,+0.07
2021-05-21,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,55.3,+0.24
2021-05-21,GEL,ГРУЗИНСКИЙ ЛАРИ,1,128.51,+1.27
2021-05-21,DKK,ДАТСКАЯ КРОНА,1,70.36,+0.15
2021-05-21,AED,ДИРХАМ ОАЭ,1,116.86,+0.45
2021-05-21,USD,ДОЛЛАР США,1,429.21,+1.67
2021-05-21,EUR,ЕВРО,1,522.99,+1.01
2021-05-21,INR,ИНДИЙСКАЯ РУПИЯ,1,5.87,+0.03
2021-05-21,IRR,ИРАНСКИЙ РИАЛ,1000,10.2,0.00
2021-05-21,CAD,КАНАДСКИЙ ДОЛЛАР,1,353.87,+0.12
2021-05-21,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.67,+0.27
2021-05-21,KWD,КУВЕЙТСКИЙ ДИНАР,1,1428.6,+4.84
2021-05-21,KGS,КЫРГЫЗСКИЙ СОМ,1,5.11,+0.04
2021-05-21,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,103.56,+0.19
2021-05-21,MXN,МЕКСИКАНСКИЙ ПЕСО,1,21.58,+0.10
2021-05-21,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.3,+0.10
2021-05-21,NOK,НОРВЕЖСКАЯ КРОНА,1,51.45,-0.19
2021-05-21,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,115.8,+0.48
2021-05-21,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,114.45,+0.45
2021-05-21,RUB,РОССИЙСКИЙ РУБЛЬ,1,5.83,+0.03
2021-05-21,XDR,СДР,1,619.51,+2.09
2021-05-21,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,321.92,+0.97
2021-05-21,TJS,ТАДЖИКСКИЙ СОМОНИ,1,37.95,+0.15
2021-05-21,THB,ТАЙСКИЙ БАТ,1,13.68,+0.09
2021-05-21,TRY,ТУРЕЦКАЯ ЛИРА,1,51.14,+0.28
2021-05-21,UZS,УЗБЕКСКИХ СУМОВ,100,4.06,+0.01
2021-05-21,UAH,УКРАИНСКАЯ ГРИВНА,1,15.63,+0.04
2021-05-21,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,606.09,+0.48
2021-05-21,CZK,ЧЕШСКАЯ КРОНА,1,20.51,-0.01
2021-05-21,SEK,ШВЕДСКАЯ КРОНА,1,51.38,+0.01
2021-05-21,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,476.05,+1.53
2021-05-21,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,30.46,+0.02
2021-05-21,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,37.9,+0.06
2021-05-21,JPY,ЯПОНСКАЯ ЙЕНА,1,3.94,+0.02
2021-05-22,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,333.01,+0.72
2021-05-22,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,253.31,-0.21
2021-05-22,AMD,АРМЯНСКИЙ ДРАМ,10,8.25,-0.01
2021-05-22,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,171.5,+0.53
2021-05-22,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,81.19,+0.35
2021-05-22,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,15.01,+0.07
2021-05-22,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,55.23,-0.07
2021-05-22,GEL,ГРУЗИНСКИЙ ЛАРИ,1,131.55,+3.04
2021-05-22,DKK,ДАТСКАЯ КРОНА,1,70.51,+0.15
2021-05-22,AED,ДИРХАМ ОАЭ,1,116.77,-0.09
2021-05-22,USD,ДОЛЛАР США,1,428.86,-0.35
2021-05-22,EUR,ЕВРО,1,524.28,+1.29
2021-05-22,INR,ИНДИЙСКАЯ РУПИЯ,1,5.89,+0.02
2021-05-22,IRR,ИРАНСКИЙ РИАЛ,1000,10.2,0.00
2021-05-22,CAD,КАНАДСКИЙ ДОЛЛАР,1,355.81,+1.94
2021-05-22,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.69,+0.02
2021-05-22,KWD,КУВЕЙТСКИЙ ДИНАР,1,1428.58,-0.02
2021-05-22,KGS,КЫРГЫЗСКИЙ СОМ,1,5.11,0.00
2021-05-22,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,103.61,+0.05
2021-05-22,MXN,МЕКСИКАНСКИЙ ПЕСО,1,21.57,-0.01
2021-05-22,MDL,МОЛДАВСКИЙ ЛЕЙ,1,24.35,+0.05
2021-05-22,NOK,НОРВЕЖСКАЯ КРОНА,1,51.64,+0.19
2021-05-22,PLN,ПОЛЬСКИЙ ЗЛОТЫЙ,1,116.7,+0.90
2021-05-22,SAR,РИЯЛ САУДОВСКОЙ АРАВИИ,1,114.36,-0.09
2021-05-22,RUB,РОССИЙСКИЙ РУБЛЬ,1,5.84,+0.01
2021-05-22,XDR,СДР,1,618.73,-0.78
2021-05-22,SGD,СИНГАПУРСКИЙ ДОЛЛАР,1,322.43,+0.51
2021-05-22,TJS,ТАДЖИКСКИЙ СОМОНИ,1,37.92,-0.03
2021-05-22,THB,ТАЙСКИЙ БАТ,1,13.67,-0.01
2021-05-22,TRY,ТУРЕЦКАЯ ЛИРА,1,51.29,+0.15
2021-05-22,UZS,УЗБЕКСКИХ СУМОВ,100,4.05,-0.01
2021-05-22,UAH,УКРАИНСКАЯ ГРИВНА,1,15.63,0.00
2021-05-22,GBP,ФУНТ СТЕРЛИНГОВ СОЕДИНЕННОГО КОРОЛЕВСТВА,1,609.58,+3.49
2021-05-22,CZK,ЧЕШСКАЯ КРОНА,1,20.61,+0.10
2021-05-22,SEK,ШВЕДСКАЯ КРОНА,1,51.81,+0.43
2021-05-22,CHF,ШВЕЙЦАРСКИЙ ФРАНК,1,478.42,+2.37
2021-05-22,ZAR,ЮЖНО-АФРИКАНСКИЙ РАНД,1,30.82,+0.36
2021-05-22,KRW,ЮЖНО-КОРЕЙСКИХ ВОН,100,38.08,+0.18
2021-05-22,JPY,ЯПОНСКАЯ ЙЕНА,1,3.95,+0.01
2021-05-23,AUD,АВСТРАЛИЙСКИЙ ДОЛЛАР,1,333.01,0.00
2021-05-23,AZN,АЗЕРБАЙДЖАНСКИЙ МАНАТ,1,253.31,0.00
2021-05-23,AMD,АРМЯНСКИЙ ДРАМ,10,8.25,0.00
2021-05-23,BYN,БЕЛОРУССКИЙ РУБЛЬ,1,171.5,0.00
2021-05-23,BRL,БРАЗИЛЬСКИЙ РЕАЛ,1,81.19,0.00
2021-05-23,HUF,ВЕНГЕРСКИХ ФОРИНТОВ,10,15.01,0.00
2021-05-23,HKD,ГОНКОНГСКИЙ ДОЛЛАР,1,55.23,0.00
2021-05-23,GEL,ГРУЗИНСКИЙ ЛАРИ,1,131.55,0.00
2021-05-23,DKK,ДАТСКАЯ КРОНА,1,70.51,0.00
2021-05-23,AED,ДИРХАМ ОАЭ,1,116.77,0.00
2021-05-23,USD,ДОЛЛАР США,1,428.86,0.00
2021-05-23,EUR,ЕВРО,1,524.28,0.00
2021-05-23,INR,ИНДИЙСКАЯ РУПИЯ,1,5.89,0.00
2021-05-23,IRR,ИРАНСКИЙ РИАЛ,1000,10.2,0.00
2021-05-23,CAD,КАНАДСКИЙ ДОЛЛАР,1,355.81,0.00
2021-05-23,CNY,КИТАЙСКИЙ ЮАНЬ,1,66.69,0.00
2021-05-23,KWD,КУВЕЙТСКИЙ ДИНАР,1,1428.58,0.00
2021-05-23,KGS,КЫРГЫЗСКИЙ СОМ,1,5.11,0.00
2021-05-23,MYR,МАЛАЗИЙСКИЙ РИНГГИТ,1,103.61,0.00
2021-05-23,MXN,МЕКСИКАНСКИЙ ПЕСО,1,21.57,0.00
