date,AED,AMD,AUD,AZN,BRL,BYN,CAD,CHF,CNY,CZK,DKK,EGP,EUR,GBP,GEL,HKD,HUF,IDR,ILS,INR,IRR,JPY,KGS,KRW,KWD,MDL,MNT,MXN,MYR,NOK,OMR,PKR,PLN,QAR,RON,RUB,SAR,SEK,SGD,THB,TJS,TRY,UAH,USD,UZS,VND,XDR,ZAR
2021-05-08,116.260000,0.821000,330.960000,252.210000,79.760000,167.990000,348.650000,469.480000,65.960000,19.910000,69.180000,,514.350000,594.200000,124.490000,54.960000,1.435000,,,5.790000,0.010200,3.910000,5.040000,0.380200,1418.380000,24.100000,,21.130000,103.640000,51.230000,,,112.100000,,,5.720000,113.860000,50.500000,319.940000,13.670000,37.750000,51.360000,15.390000,426.990000,0.040700,,611.700000,29.940000
2021-05-12,116.320000,0.819000,335.200000,252.340000,81.780000,168.700000,353.070000,473.580000,66.520000,20.350000,69.910000,,519.710000,603.830000,125.280000,55.000000,1.450000,,,5.830000,0.010200,3.930000,5.040000,0.382100,1420.280000,24.140000,,21.500000,103.790000,51.850000,,,114.140000,,,5.780000,113.920000,51.390000,322.160000,13.740000,37.770000,51.480000,15.450000,427.220000,0.040700,,616.230000,30.610000
2021-05-13,116.030000,0.818000,332.560000,251.710000,81.600000,168.650000,352.620000,471.600000,66.170000,20.250000,69.550000,,517.080000,602.350000,124.970000,54.870000,1.445000,,,5.800000,0.010100,3.920000,5.030000,0.378600,1417.250000,24.170000,,21.320000,103.360000,51.590000,,,113.880000,,,5.740000,113.630000,51.160000,320.770000,13.650000,37.680000,51.200000,15.410000,426.140000,0.040400,,614.510000,30.420000
2021-05-14,116.410000,0.820000,329.300000,252.540000,80.610000,168.910000,352.420000,470.770000,66.240000,20.180000,69.380000,,515.840000,599.600000,125.490000,55.050000,1.445000,,,5.810000,0.010200,3.900000,5.050000,0.377400,1421.420000,24.250000,,21.220000,103.700000,50.950000,,,113.480000,,,5.750000,114.010000,50.680000,320.170000,13.620000,37.800000,50.490000,15.470000,427.550000,0.040500,,615.850000,30.270000
2021-05-15,116.730000,0.821000,331.610000,253.230000,80.770000,169.940000,353.170000,474.290000,66.610000,20.350000,69.820000,,519.120000,602.680000,125.980000,55.200000,1.459000,,,5.850000,0.010200,3.920000,5.060000,0.379800,1424.900000,24.230000,,21.590000,103.980000,51.760000,,,114.550000,,,5.790000,114.320000,51.210000,321.250000,13.670000,37.910000,50.740000,15.520000,428.710000,0.040700,,615.570000,30.350000
2021-05-18,116.370000,0.822000,331.630000,252.460000,81.060000,169.830000,353.030000,474.530000,66.380000,20.370000,69.870000,,519.470000,602.820000,126.450000,55.030000,1.477000,,,5.840000,0.010200,3.910000,5.050000,0.376100,1421.190000,24.190000,,21.490000,103.510000,51.730000,,,114.520000,,,5.780000,113.970000,51.210000,320.130000,13.600000,37.790000,51.150000,15.520000,427.410000,0.040600,,614.910000,30.230000
2021-05-19,116.000000,0.818000,332.230000,251.650000,80.800000,169.400000,354.100000,474.810000,66.350000,20.480000,70.010000,,520.460000,605.120000,126.050000,54.870000,1.485000,,,5.830000,0.010100,3.910000,5.050000,0.377500,1418.750000,24.070000,,21.600000,103.280000,51.920000,,,115.060000,,,5.780000,113.610000,51.330000,320.340000,13.540000,37.670000,51.110000,15.540000,426.050000,0.040400,,613.980000,30.450000
2021-05-20,116.410000,0.821000,331.040000,252.530000,81.270000,170.220000,353.750000,474.520000,66.400000,20.520000,70.210000,,521.980000,605.610000,127.240000,55.060000,1.487000,,,5.840000,0.010200,3.920000,5.070000,0.378400,1423.760000,24.200000,,21.480000,103.370000,51.640000,,,115.320000,,,5.800000,114.000000,51.370000,320.950000,13.590000,37.800000,50.860000,15.590000,427.540000,0.040500,,617.420000,30.440000
2021-05-21,116.860000,0.826000,332.290000,253.520000,80.840000,170.970000,353.870000,476.050000,66.670000,20.510000,70.360000,,522.990000,606.090000,128.510000,55.300000,1.494000,,,5.870000,0.010200,3.940000,5.110000,0.379000,1428.600000,24.300000,,21.580000,103.560000,51.450000,,,115.800000,,,5.830000,114.450000,51.380000,321.920000,13.680000,37.950000,51.140000,15.630000,429.210000,0.040600,,619.510000,30.460000
2021-05-22,116.770000,0.825000,333.010000,253.310000,81.190000,171.500000,355.810000,478.420000,66.690000,20.610000,70.510000,,524.280000,609.580000,131.550000,55.230000,1.501000,,,5.890000,0.010200,3.950000,5.110000,0.380800,1428.580000,24.350000,,21.570000,103.610000,51.640000,,,116.700000,,,5.840000,114.360000,51.810000,322.430000,13.670000,37.920000,51.290000,15.630000,428.860000,0.040500,,618.730000,30.820000
2021-05-25,116.420000,0.823000,330.480000,252.560000,79.750000,170.570000,354.510000,476.520000,66.510000,20.550000,70.220000,,522.120000,604.380000,129.960000,55.060000,1.502000,,,5.860000,0.010200,3.930000,5.100000,0.379500,1423.270000,24.320000,,21.440000,103.180000,51.310000,,,116.240000,,,5.810000,114.020000,51.460000,321.680000,13.640000,37.810000,50.960000,15.600000,427.580000,0.040500,,617.840000,30.550000
2021-05-26,116.120000,0.821000,331.030000,251.910000,80.170000,170.610000,354.250000,477.050000,66.590000,20.540000,70.290000,,522.520000,604.580000,130.500000,54.940000,1.502000,,,5.860000,0.010200,3.920000,5.100000,0.380100,1420.180000,24.300000,,21.480000,103.010000,51.260000,,,116.650000,,,5.810000,113.730000,51.640000,321.870000,13.600000,37.710000,50.740000,15.530000,426.480000,0.040400,,615.760000,30.850000
2021-05-27,116.310000,0.822000,332.350000,252.330000,80.130000,170.530000,353.840000,477.680000,66.860000,20.550000,70.350000,,523.010000,605.290000,131.240000,55.030000,1.494000,,,5.880000,0.010200,3.920000,5.130000,0.382300,1423.210000,24.380000,,21.490000,103.190000,51.350000,,,116.380000,,,5.810000,113.910000,51.560000,322.850000,13.670000,37.770000,50.640000,15.500000,427.190000,0.040400,,617.760000,30.870000
2021-05-28,116.660000,0.825000,331.560000,253.090000,80.680000,169.820000,353.790000,476.720000,67.190000,20.540000,70.270000,,522.450000,604.970000,132.250000,55.210000,1.498000,,,5.900000,0.010200,3.920000,5.160000,0.383700,1426.410000,24.440000,,21.580000,103.550000,51.150000,,,116.370000,,,5.830000,114.260000,51.580000,323.770000,13.700000,37.890000,50.750000,15.570000,428.480000,0.040500,,619.760000,31.240000
2021-05-29,116.510000,0.823000,330.250000,252.750000,81.670000,169.140000,353.780000,476.030000,67.210000,20.490000,70.120000,,521.350000,606.850000,131.660000,55.130000,1.498000,,,5.910000,0.010200,3.890000,5.130000,0.384100,1424.050000,24.420000,,21.390000,103.560000,51.240000,,,116.270000,,,5.820000,114.100000,51.560000,323.260000,13.700000,37.830000,49.950000,15.560000,427.900000,0.040500,,618.170000,30.960000
2021-06-01,116.730000,0.828000,331.510000,252.950000,82.060000,169.390000,355.330000,476.230000,67.290000,20.490000,70.260000,,522.370000,607.640000,132.310000,55.240000,1.503000,,,5.900000,0.010200,3.910000,5.130000,0.386600,1425.290000,24.470000,,21.500000,104.000000,51.160000,,,116.520000,,,5.840000,114.310000,51.550000,324.040000,13.730000,37.840000,50.390000,15.610000,428.700000,0.040600,,618.790000,31.160000
2021-06-02,116.370000,0.823000,330.740000,252.460000,81.930000,168.850000,354.710000,475.440000,67.040000,20.550000,70.310000,,522.730000,606.120000,132.000000,55.090000,1.509000,,,5.860000,0.010200,3.900000,5.110000,0.386000,1421.840000,24.400000,,21.480000,103.620000,51.700000,,,117.030000,,,5.820000,113.970000,51.770000,323.310000,13.730000,37.790000,50.130000,15.580000,427.420000,0.040500,,617.480000,31.090000
2021-06-03,116.570000,0.824000,330.650000,252.890000,83.120000,169.060000,354.540000,475.240000,67.070000,20.500000,70.130000,,521.430000,605.480000,133.380000,55.180000,1.505000,,,5.860000,0.010200,3.900000,5.070000,0.384400,1425.190000,24.400000,,21.440000,103.840000,51.430000,,,116.740000,,,5.820000,114.160000,51.720000,323.470000,13.740000,37.860000,49.810000,15.670000,428.140000,0.040600,,618.680000,31.150000
2021-06-04,116.530000,0.824000,330.840000,252.800000,84.330000,168.890000,355.000000,475.700000,67.010000,20.510000,70.180000,,521.810000,607.150000,135.870000,55.170000,1.509000,,,5.870000,0.010200,3.900000,5.070000,0.384300,1424.880000,24.390000,,21.470000,103.880000,51.530000,,,117.090000,,,5.850000,114.120000,51.690000,323.260000,13.750000,37.840000,49.590000,15.660000,427.990000,0.040600,,617.300000,31.610000
2021-06-05,116.570000,0.825000,328.310000,252.890000,84.320000,169.030000,353.200000,473.560000,66.800000,20.390000,69.760000,,518.700000,604.760000,138.560000,55.190000,1.497000,,,5.870000,0.010200,3.890000,5.060000,0.383600,1423.230000,24.370000,,21.210000,103.770000,51.000000,,,116.070000,,,5.850000,114.170000,51.300000,322.430000,13.690000,37.860000,49.310000,15.710000,428.150000,0.040700,,617.950000,31.340000
2021-06-08,116.210000,0.822000,330.740000,251.840000,84.590000,169.090000,353.230000,474.660000,66.760000,20.450000,69.800000,,518.960000,603.680000,136.360000,55.020000,1.501000,,,5.860000,0.010200,3.900000,5.040000,0.383800,1420.470000,24.220000,,21.510000,103.440000,51.590000,,,116.350000,,,5.860000,113.810000,51.630000,322.510000,13.680000,37.670000,49.510000,15.710000,426.810000,0.040500,,614.100000,31.650000
2021-06-09,116.490000,0.824000,330.970000,252.710000,84.780000,170.040000,354.050000,477.010000,66.880000,20.520000,70.050000,,520.750000,604.690000,137.130000,55.140000,1.501000,,,5.870000,0.010200,3.910000,5.060000,0.383200,1424.110000,24.260000,,21.600000,103.870000,51.850000,,,116.520000,,,5.890000,114.080000,51.660000,323.130000,13.710000,37.830000,49.760000,15.760000,427.830000,0.040700,,616.940000,31.490000
2021-06-10,116.190000,0.823000,330.540000,251.750000,84.740000,170.800000,353.070000,476.520000,66.810000,20.500000,69.960000,,520.170000,604.880000,137.210000,55.000000,1.499000,,,5.850000,0.010200,3.900000,5.040000,0.383100,1420.600000,24.190000,,21.730000,103.670000,51.710000,,,116.790000,,,5.910000,113.780000,51.720000,322.490000,13.700000,37.660000,49.710000,15.760000,426.720000,0.040500,,615.690000,31.470000
2021-06-11,116.400000,0.826000,330.870000,252.530000,84.460000,171.420000,353.130000,476.990000,66.890000,20.470000,69.950000,,520.090000,602.730000,136.370000,55.100000,1.503000,,,5.850000,0.010200,3.900000,5.060000,0.383300,1423.340000,24.240000,,21.670000,103.810000,51.360000,,,116.100000,,,5.920000,114.000000,51.640000,322.620000,13.720000,37.800000,50.130000,15.780000,427.530000,0.040500,,617.300000,31.380000
2021-06-12,116.300000,0.825000,331.130000,252.300000,84.490000,172.370000,353.050000,476.460000,66.840000,20.520000,69.820000,,519.120000,604.370000,136.170000,55.050000,1.499000,,,5.850000,0.010200,3.900000,5.090000,0.383800,1421.980000,24.190000,,21.670000,104.030000,51.510000,,,116.040000,,,5.960000,113.920000,51.620000,322.790000,13.750000,37.770000,51.010000,15.810000,427.150000,0.040400,,616.050000,31.440000
2021-06-15,116.210000,0.825000,329.240000,252.100000,83.460000,171.720000,351.140000,474.760000,66.720000,20.380000,69.530000,,517.000000,601.380000,133.800000,54.990000,1.482000,,,5.820000,0.010200,3.890000,5.050000,0.381700,1420.290000,24.170000,,21.460000,103.770000,51.380000,,,114.840000,,,5.910000,113.810000,51.320000,321.710000,13.720000,37.740000,51.180000,15.820000,426.810000,0.040400,,615.490000,31.000000
2021-06-16,116.260000,0.826000,328.230000,252.210000,84.390000,171.820000,350.600000,475.280000,66.720000,20.360000,69.620000,,517.550000,600.900000,135.980000,55.010000,1.476000,,,5.820000,0.010200,3.880000,5.040000,0.381800,1420.700000,24.260000,,21.390000,103.760000,51.340000,,,114.320000,,,5.940000,113.860000,51.380000,321.870000,13.710000,37.750000,49.830000,15.870000,426.990000,0.040300,,614.720000,30.960000
2021-06-17,115.890000,0.827000,327.990000,251.410000,84.390000,170.670000,349.450000,473.610000,66.520000,20.290000,69.410000,,515.990000,600.610000,135.770000,54.830000,1.469000,,,5.810000,0.010100,3.870000,5.030000,0.380700,1416.360000,24.070000,,21.330000,103.410000,51.020000,,,114.190000,,,5.920000,113.500000,50.990000,320.940000,13.660000,37.630000,49.770000,15.730000,425.630000,0.040200,,612.550000,30.940000
2021-06-18,116.200000,0.828000,324.130000,252.080000,84.430000,169.490000,346.430000,466.770000,66.340000,20.010000,68.590000,,509.950000,596.280000,136.350000,54.960000,1.442000,,,5.760000,0.010200,3.860000,5.050000,0.376800,1418.360000,24.080000,,20.870000,103.130000,50.100000,,,112.490000,,,5.890000,113.800000,50.050000,318.870000,13.590000,37.730000,49.470000,15.720000,426.770000,0.040300,,614.420000,30.370000
2021-06-19,116.480000,0.830000,322.750000,252.700000,85.440000,170.390000,345.960000,465.780000,66.510000,20.000000,68.560000,,509.750000,594.710000,136.250000,55.110000,1.438000,,,5.790000,0.010200,3.880000,5.050000,0.378800,1421.520000,24.060000,,20.960000,103.410000,49.870000,,,112.160000,,,5.930000,114.080000,49.890000,319.010000,13.610000,37.830000,49.310000,15.730000,427.820000,0.040500,,611.490000,30.370000
2021-06-22,116.320000,0.830000,320.940000,252.350000,83.950000,169.030000,343.850000,463.780000,66.060000,19.910000,68.360000,,508.190000,592.530000,136.060000,55.020000,1.437000,,,5.770000,0.010200,3.880000,5.050000,0.377200,1420.410000,23.850000,,20.800000,103.070000,49.440000,,,112.110000,,,5.850000,113.930000,49.780000,317.880000,13.520000,37.770000,48.780000,15.680000,427.230000,0.040500,,610.400000,30.000000
2021-06-23,116.000000,0.827000,319.740000,251.650000,84.990000,168.090000,344.080000,462.680000,65.790000,19.830000,68.100000,,506.390000,590.960000,135.900000,54.860000,1.430000,,,5.730000,0.010100,3.860000,5.040000,0.375400,1416.780000,23.790000,,20.680000,102.430000,49.520000,,,111.770000,,,5.820000,113.610000,49.790000,316.360000,13.420000,37.670000,48.810000,15.580000,426.040000,0.040300,,608.010000,29.830000
2021-06-24,116.150000,0.833000,322.520000,251.980000,86.060000,168.570000,346.980000,464.670000,65.870000,20.030000,68.510000,,509.330000,595.550000,136.300000,54.930000,1.461000,,,5.740000,0.010200,3.850000,5.040000,0.375500,1419.050000,23.830000,,21.020000,102.580000,50.110000,,,112.720000,,,5.880000,113.760000,50.390000,317.160000,13.390000,37.720000,49.500000,15.650000,426.610000,0.040400,,608.550000,30.050000
2021-06-25,116.260000,0.836000,323.460000,252.220000,85.990000,168.840000,347.470000,465.050000,66.020000,20.120000,68.590000,,509.940000,596.150000,136.640000,55.000000,1.458000,,,5.760000,0.010200,3.850000,5.040000,0.377300,1420.190000,23.820000,,21.220000,102.650000,50.230000,,,112.740000,,,5.910000,113.870000,50.420000,317.860000,13.410000,37.760000,49.270000,15.520000,427.010000,0.040500,,610.010000,30.050000
2021-06-26,116.240000,0.842000,324.000000,252.180000,86.890000,169.210000,346.880000,465.740000,66.210000,20.040000,68.570000,,509.810000,593.750000,136.620000,55.010000,1.450000,,,5.760000,0.010200,3.860000,5.040000,0.378700,1419.870000,23.800000,,21.570000,102.780000,50.280000,,,113.110000,,,5.920000,113.850000,50.450000,318.230000,13.440000,37.750000,49.140000,15.610000,426.940000,0.040500,,610.040000,30.260000
2021-06-29,115.920000,0.858000,322.850000,251.480000,86.300000,168.880000,345.860000,463.730000,65.950000,19.910000,68.350000,,508.220000,592.390000,135.810000,54.850000,1.448000,,,5.740000,0.010100,3.850000,5.030000,0.376400,1415.910000,23.780000,,21.440000,102.760000,50.030000,,,112.750000,,,5.900000,113.530000,50.240000,317.090000,13.330000,37.640000,48.750000,15.600000,425.750000,0.040300,,608.370000,29.870000
2021-06-30,116.490000,0.862000,322.170000,252.680000,86.870000,169.370000,345.940000,464.940000,66.240000,20.030000,68.520000,,509.370000,592.700000,136.240000,55.100000,1.454000,,,5.760000,0.010200,3.870000,5.050000,0.378400,1422.600000,23.930000,,21.570000,103.080000,49.950000,,,112.860000,,,5.910000,114.070000,50.200000,318.320000,13.360000,37.820000,49.110000,15.730000,427.790000,0.040500,,611.140000,29.860000
2021-07-01,116.500000,0.866000,321.000000,252.740000,86.340000,169.190000,345.070000,463.940000,66.260000,19.980000,68.440000,,508.850000,592.840000,135.840000,55.100000,1.447000,,,5.760000,0.010200,3.870000,5.050000,0.379400,1422.740000,23.840000,,21.580000,103.110000,49.930000,,,112.700000,,,5.850000,114.090000,50.250000,318.470000,13.350000,37.830000,49.200000,15.710000,427.890000,0.040400,,610.510000,29.930000
2021-07-02,116.000000,0.860000,318.980000,251.650000,85.720000,168.430000,343.560000,460.450000,65.900000,19.840000,67.920000,,505.040000,587.010000,135.680000,54.870000,1.437000,,,5.720000,0.010100,3.820000,5.030000,0.376300,1415.870000,23.700000,,21.320000,102.500000,49.380000,,,111.900000,,,5.840000,113.600000,49.700000,316.460000,13.300000,37.670000,49.040000,15.560000,426.050000,0.040300,,607.730000,29.820000
2021-07-03,116.110000,0.861000,317.670000,251.900000,84.490000,167.800000,343.120000,460.240000,65.810000,19.710000,67.810000,,504.120000,586.300000,136.030000,54.900000,1.434000,,,5.710000,0.010200,3.830000,5.030000,0.375600,1416.670000,23.690000,,21.350000,102.470000,49.190000,,,111.320000,,,5.790000,113.710000,49.650000,315.620000,13.240000,37.710000,48.950000,15.560000,426.460000,0.040400,,608.310000,29.460000
2021-07-04,115.720000,0.860000,319.810000,250.760000,84.030000,167.320000,344.930000,461.640000,65.660000,19.740000,67.820000,,504.210000,587.380000,135.780000,54.730000,1.434000,,,5.700000,0.010100,3.830000,5.010000,0.375900,1412.490000,23.640000,,21.510000,102.110000,49.430000,,,111.960000,,,5.810000,113.320000,49.760000,315.530000,13.220000,37.580000,48.970000,15.540000,424.990000,0.040100,,606.210000,29.820000
2021-07-08,116.490000,0.864000,321.610000,252.720000,82.330000,167.730000,344.150000,463.640000,66.190000,19.750000,68.070000,,506.060000,590.820000,137.040000,55.080000,1.427000,,,5.730000,0.010200,3.860000,5.050000,0.376400,1422.990000,23.810000,,21.410000,102.850000,49.330000,,,112.030000,,,5.770000,114.080000,49.760000,317.610000,13.260000,37.830000,49.330000,15.690000,427.850000,0.040400,,609.350000,29.850000
2021-07-09,117.020000,0.868000,319.600000,253.870000,82.160000,166.110000,342.060000,468.450000,66.310000,19.710000,68.400000,,508.580000,592.180000,137.540000,55.320000,1.422000,,,5.750000,0.010200,3.910000,5.070000,0.374700,1429.140000,23.970000,,21.400000,102.820000,49.040000,,,112.060000,,,5.730000,114.600000,49.940000,318.040000,13.230000,38.000000,49.460000,15.740000,429.800000,0.040500,,611.710000,29.950000
2021-07-10,116.900000,0.866000,320.200000,253.600000,81.660000,167.190000,343.280000,469.630000,66.220000,19.770000,68.450000,,508.900000,592.360000,137.610000,55.280000,1.432000,,,5.750000,0.010200,3.900000,5.060000,0.374300,1427.800000,23.850000,,21.550000,102.490000,49.210000,,,111.950000,,,5.780000,114.470000,49.970000,317.300000,13.170000,37.960000,49.450000,15.710000,429.340000,0.040500,,611.240000,30.110000
2021-07-13,116.450000,0.863000,319.050000,252.620000,81.340000,166.530000,342.390000,467.000000,66.060000,19.690000,68.160000,,506.840000,592.680000,137.300000,55.070000,1.426000,,,5.730000,0.010200,3.880000,5.050000,0.372900,1423.700000,23.830000,,21.430000,102.100000,49.020000,,,111.240000,,,5.730000,114.030000,49.700000,316.450000,13.090000,37.810000,49.530000,15.660000,427.680000,0.040300,,609.290000,29.720000
2021-07-14,116.130000,0.861000,318.940000,251.930000,82.440000,166.460000,341.810000,465.670000,65.950000,19.690000,67.920000,,505.030000,590.890000,137.010000,54.920000,1.417000,,,5.730000,0.010200,3.870000,5.030000,0.372900,1420.090000,23.730000,,21.430000,101.770000,49.000000,,,110.530000,,,5.760000,113.720000,49.600000,315.490000,13.090000,37.710000,49.520000,15.610000,426.510000,0.040200,,607.650000,29.250000
2021-07-15,115.880000,0.860000,316.870000,251.390000,82.430000,166.550000,340.300000,463.120000,65.800000,19.560000,67.500000,,501.880000,589.260000,136.630000,54.790000,1.401000,,,5.710000,0.010100,3.850000,5.020000,0.370300,1416.760000,23.740000,,21.310000,101.360000,48.510000,,,109.500000,,,5.740000,113.480000,49.130000,313.850000,13.030000,37.630000,49.310000,15.600000,425.610000,0.040000,,606.440000,28.910000
2021-07-16,116.150000,0.861000,318.590000,251.980000,84.130000,168.350000,341.210000,467.620000,66.060000,19.750000,67.940000,,505.150000,590.210000,137.170000,54.920000,1.408000,,,5.720000,0.010200,3.890000,5.040000,0.373800,1421.180000,23.820000,,21.460000,101.550000,48.790000,,,110.400000,,,5.760000,113.740000,49.440000,315.280000,13.060000,37.720000,49.850000,15.640000,426.610000,0.040100,,606.960000,29.370000
2021-07-17,116.120000,0.861000,317.210000,251.900000,83.460000,168.650000,339.220000,464.360000,65.950000,19.760000,67.790000,,504.040000,589.640000,137.790000,54.900000,1.403000,,,5.720000,0.010200,3.870000,5.030000,0.374100,1420.150000,23.830000,,21.470000,101.370000,48.480000,,,109.950000,,,5.760000,113.710000,49.220000,315.060000,13.030000,37.710000,50.180000,15.670000,426.470000,0.040100,,607.540000,29.720000
2021-07-20,116.310000,0.863000,314.580000,252.330000,83.520000,168.680000,334.970000,463.830000,65.860000,19.650000,67.660000,,503.140000,587.040000,138.160000,54.980000,1.401000,,,5.710000,0.010200,3.890000,5.040000,0.371400,1422.070000,23.890000,,21.390000,101.160000,47.890000,,,109.710000,,,5.730000,113.900000,49.070000,313.900000,13.000000,37.770000,49.840000,15.690000,427.190000,0.040300,,607.750000,29.520000
2021-07-22,116.670000,0.874000,313.380000,253.110000,82.080000,169.600000,337.840000,464.820000,66.220000,19.660000,67.840000,,504.500000,584.290000,139.580000,55.120000,1.401000,,,5.750000,0.010200,3.890000,5.050000,0.371100,1425.640000,23.840000,,21.310000,101.310000,47.810000,,,109.800000,,,5.770000,114.250000,49.300000,313.310000,13.050000,37.890000,49.900000,15.730000,428.520000,0.040500,,608.850000,29.230000
2021-07-23,115.910000,0.878000,314.260000,251.450000,82.050000,169.280000,339.000000,463.840000,65.830000,19.610000,67.510000,,502.080000,585.270000,138.220000,54.780000,1.399000,,,5.720000,0.010100,3.860000,5.030000,0.371200,1417.000000,23.600000,,21.130000,100.840000,48.200000,,,109.800000,,,5.770000,113.500000,49.060000,313.000000,12.960000,37.640000,49.750000,15.660000,425.710000,0.040200,,604.450000,29.290000
2021-07-24,115.630000,0.876000,313.160000,250.840000,81.660000,169.490000,337.930000,461.260000,65.600000,19.480000,67.200000,,499.760000,583.300000,138.110000,54.660000,1.395000,,,5.710000,0.010100,3.850000,5.030000,0.369100,1413.100000,23.580000,,21.130000,100.520000,47.920000,,,109.340000,,,5.770000,113.220000,48.950000,312.310000,12.910000,37.550000,49.660000,15.710000,424.680000,0.040100,,603.890000,28.770000
2021-07-27,115.610000,0.876000,312.460000,250.800000,81.640000,168.800000,338.350000,462.830000,65.510000,19.490000,67.360000,,500.900000,585.610000,138.310000,54.610000,1.385000,,,5.710000,0.010100,3.850000,5.040000,0.367800,1413.070000,23.650000,,21.170000,100.380000,47.840000,,,109.240000,,,5.730000,113.210000,49.030000,312.320000,12.890000,37.540000,49.510000,15.740000,424.600000,0.040000,,603.010000,28.620000
2021-07-28,115.540000,0.875000,312.210000,250.660000,81.980000,168.420000,337.610000,462.180000,65.280000,19.450000,67.230000,,499.910000,584.700000,138.230000,54.540000,1.384000,,,5.700000,0.010100,3.850000,5.030000,0.367900,1412.310000,23.710000,,21.130000,100.310000,47.830000,,,108.980000,,,5.750000,113.150000,49.150000,311.990000,12.880000,37.520000,49.470000,15.780000,424.370000,0.039900,,603.300000,28.560000
2021-07-29,115.620000,0.875000,311.860000,250.820000,82.150000,168.740000,338.060000,464.340000,65.360000,19.560000,67.460000,,501.630000,589.150000,138.090000,54.570000,1.396000,,,5.710000,0.010100,3.860000,5.020000,0.368300,1413.860000,23.860000,,21.290000,100.320000,47.820000,,,109.270000,,,5.780000,113.230000,49.200000,312.440000,12.920000,37.550000,49.640000,15.820000,424.640000,0.039900,,603.500000,28.730000
2021-07-30,115.580000,0.882000,314.180000,250.740000,82.980000,169.380000,340.510000,467.320000,65.730000,19.760000,67.780000,,504.060000,592.230000,136.940000,54.610000,1.406000,,,5.710000,0.010100,3.870000,5.010000,0.370600,1414.560000,23.850000,,21.360000,100.190000,48.520000,,,109.890000,,,5.800000,113.190000,49.520000,313.550000,12.910000,37.530000,49.930000,15.800000,424.510000,0.039900,,604.010000,28.990000
2021-07-31,115.560000,0.879000,313.320000,250.700000,83.530000,169.630000,341.330000,469.100000,65.720000,19.810000,67.900000,,504.910000,593.070000,137.050000,54.610000,1.413000,,,5.700000,0.010100,3.870000,5.010000,0.369700,1414.710000,23.840000,,21.350000,100.630000,48.310000,,,110.460000,,,5.810000,113.170000,49.530000,313.910000,12.920000,37.530000,50.450000,15.830000,424.440000,0.040000,,605.880000,29.110000
2021-08-03,115.570000,0.872000,312.360000,250.710000,81.430000,169.840000,340.770000,469.120000,65.740000,19.820000,67.880000,,504.810000,590.810000,137.370000,54.590000,1.416000,,,5.710000,0.010100,3.870000,5.010000,0.369200,1413.080000,23.890000,,21.410000,100.500000,48.320000,,,110.700000,,,5.820000,113.180000,49.480000,314.160000,12.890000,37.530000,50.690000,15.810000,424.460000,0.040000,,606.460000,29.420000
2021-08-04,115.380000,0.871000,313.240000,250.300000,81.890000,169.940000,338.700000,468.960000,65.570000,19.750000,67.710000,,503.540000,589.560000,137.360000,54.490000,1.419000,,,5.710000,0.010100,3.880000,5.000000,0.369200,1412.690000,23.810000,,21.360000,100.460000,48.320000,,,110.670000,,,5.820000,113.000000,49.420000,313.680000,12.840000,37.470000,50.940000,15.800000,423.750000,0.039900,,605.060000,29.520000
2021-08-05,115.460000,0.871000,314.540000,250.450000,81.590000,168.660000,338.380000,468.740000,65.620000,19.770000,67.620000,,502.760000,590.870000,137.670000,54.540000,1.419000,,,5.720000,0.010100,3.880000,5.010000,0.371000,1412.690000,23.890000,,21.350000,100.480000,48.180000,,,110.660000,,,5.820000,113.070000,49.310000,314.410000,12.800000,37.490000,50.200000,15.760000,424.020000,0.039900,,605.670000,29.690000
2021-08-06,115.760000,0.867000,314.890000,251.110000,82.250000,168.500000,339.910000,468.820000,65.790000,19.790000,67.650000,,503.010000,591.650000,138.700000,54.660000,1.421000,,,5.730000,0.010100,3.880000,5.020000,0.372200,1415.680000,23.950000,,21.330000,100.860000,48.200000,,,110.490000,,,5.810000,113.370000,49.380000,314.860000,12.790000,37.590000,49.770000,15.780000,425.130000,0.040100,,606.770000,29.570000
2021-08-07,115.540000,0.866000,313.450000,250.630000,80.880000,169.130000,339.130000,467.360000,65.610000,19.740000,67.390000,,501.080000,590.190000,138.440000,54.570000,1.421000,,,5.720000,0.010100,3.860000,5.010000,0.371200,1413.930000,23.910000,,21.290000,100.620000,48.050000,,,110.010000,,,5.800000,113.150000,49.230000,314.080000,12.720000,37.520000,49.600000,15.820000,424.320000,0.040000,,605.320000,29.170000
2021-08-10,116.090000,0.871000,313.300000,251.850000,81.520000,169.860000,340.120000,465.430000,65.830000,19.740000,67.450000,,501.420000,592.240000,138.440000,54.790000,1.417000,,,5.740000,0.010200,3.870000,5.030000,0.372400,1419.370000,24.060000,,21.310000,100.890000,47.910000,,,109.820000,,,5.810000,113.700000,49.160000,314.560000,12.760000,37.700000,49.240000,15.910000,426.380000,0.040200,,607.270000,29.220000
2021-08-11,115.940000,0.870000,312.180000,251.520000,81.370000,169.820000,338.690000,462.160000,65.690000,19.680000,67.130000,,499.160000,590.200000,138.030000,54.720000,1.415000,,,5.720000,0.010100,3.850000,5.020000,0.370100,1416.840000,24.060000,,21.210000,100.760000,47.670000,,,109.190000,,,5.790000,113.550000,48.860000,313.460000,12.730000,37.650000,49.310000,15.910000,425.830000,0.040100,,605.300000,28.760000
